Year,Matchday,Team_1,Team_2,Day,Stadium,Time,Referee,A_Referee_1,A_Referee_2,4_official,VAR_official,AVAR_official,Gls_T1,Gls_T2,FR,Coach_T1,Coach_T2,Fmt_T1,Fmt_T2,Ptt,Ptr,Ptp,Ptt_T1,Pt_DH_T1,Pt_OH_T1,Ptt_T2,Pt_DH_T2,Pt_OH_T2,Pt_0_15_T1,Pt_16_30_T1,Pt_31_HT_T1,Pt_45_60_T1,Pt_61_75_T1,Pt_76_FT_T1,Pt_0_15_T2,Pt_16_30_T2,Pt_31_HT_T2,Pt_45_60_T2,Pt_61_75_T2,Pt_76_FT_T2,Atp_T1,Atp_T2,Atp_on_T1,Atp_on_T2,Atp_on_fk_T1,Atp_on_fk_T2,Atp_on_pb_T1,Atp_on_pb_T2,Atp_off_T1,Atp_off_T2,Svs_T1,Svs_T2,Scr_chc_T1,Scr_chc_T2,Ast_T1,Ast_T2,Off_T1,Off_T2,Crn_T1,Crn_T2,FlsC_T1,FlsC_T2,PssC_T1,PssC_T2,PssC_%_T1,PssC_%_T2,LngP_T1,LngP_T2,MdmP_T1,MdmP_T2,ShrP_T1,ShrP_T2,BuP_T1,BuP_T2,CntA_T1,CntA_T2,Pnt_T1,Pnt_T2,Dst_c_T1,Dst_j_T1,Dst_r_T1,Dst_s_T1,Dst_c_T2,Dst_j_T2,Dst_r_T2,Dst_s_T2,Avg_Spd_T1,Avg_Spd_T2,Atk_l_T1,Atk_c_T1,Atk_r_T1,Atk_l_T2,Atk_c_T2,Atk_r_T2,Crs_Cmp_NrCrn_l_T1,Crs_Cmp_NrCrn_r_T1,Crs_Cmp_FnlThr_l_T1,Crs_Cmp_FnlThr_r_T1,Crs_Cmp_BfrFnlThr_l_T1,Crs_Cmp_BfrFnlThr_r_T1,Crs_Cmp_NrCrn_l_T2,Crs_Cmp_NrCrn_r_T2,Crs_Cmp_FnlThr_l_T2,Crs_Cmp_FnlThr_r_T2,Crs_Cmp_BfrFnlThr_l_T2,Crs_Cmp_BfrFnlThr_r_T2,K_Ply_T1,K_Ply_Nbr_T1,K_Ply_T2,K_Ply_Nbr_T2,Odd_T1,Odd_D,Odd_T2
2018-2019,31,NAPOLI,GENOA,07/04/2019,STADIUM SAN PAOLO,20:30:00,FABRIZIO  PASQUA,MATTEO  BOTTEGONI,MARCO  BRESMES,ANTONIO  RAPUANO,GIANLUCA  AURELIANO,VALENTINO FIORITO,1,1,D,CARLO ANCELOTTI,CESARE PRANDELLI,4-4-2,4-3-1-2,97'59,50'41,0.52,33'51 (67%),9'56 (29%),23'55 (71%),16'50 (33%),10'07 (60%),6'43 (40%),5'24,4'16,4'11,8'05,5'59,5'56,3'18,3'25,3'23,2'30,1'43,2'31,19,12,10(1),7(1),1,0,5,4,9,5,5,8,11,6,1,1,0,0,11,6,11,10,654,192,0.9,0.69,30,18,221,52,403,122,28,10,24,15,0 (0),0 (0),107.714,29.564,69.221,8.929,107.479,25.68,73.39,8.409,6.5,6.8,32 (46%),12 (18%),25 (36%),14 (45%),7 (23%),10 (32%),2/2,1/1,2/3,5/6,4/6,0/0,0/0,1/1,1/1,1/1,0/0,0/1,DRIES MERTENS,14,DARKO LAZOVIC,22,1.25,5.5,14.0
2018-2019,31,BOLOGNA,CHIEVOVERONA,08/04/2019,STADIUM RENATO DALL'ARA,20:30:00,LUCA  PAIRETTO,GIORGIO  SCHENONE,FILIPPO  VALERIANI,DAVIDE  GHERSINI,MAURIZIO  MARIANI,RODOLFO DI VUOLO,3,0,H,SINISA MIHAJLOVIC,DOMENICO DI CARLO,4-3-3,3-5-2,95'01,48'41,0.51,33'25 (69%),17'34 (53%),15'51 (47%),15'16 (31%),8'19 (54%),6'57 (46%),6'58,5'19,5'27,6'16,2'58,6'27,2'14,2'51,3'29,2'09,1'15,3'18,14,4,11(3),2(0),3,0,7,1,3,2,2,8,11,2,1,0,3,0,6,3,10,22,446,205,0.88,0.75,20,14,197,70,229,121,35,17,31,14,2 (2),0 (0),108.681,27.638,73.535,7.508,107.409,26.421,73.056,7.932,6.6,6.7,33 (41%),18 (23%),29 (36%),14 (50%),5 (18%),9 (32%),0/2,0/0,4/7,1/2,0/0,0/0,0/0,0/0,0/2,0/2,0/0,0/0,ERICK PULGAR,5,MARIUSZ STEPINSKI,9,1.5,4.0,7.0
2018-2019,32,SPAL,JUVENTUS,13/04/2019,STADIUM PAOLO MAZZA,15:00:00,DANIELE  DOVERI,EMANUELE  PRENNA,GIANMATTIA  TASSO,FRANCESCO  FOURNEAU,PAOLO  VALERI,DANIELE BINDONI,2,1,H,LEONARDO SEMPLICI,MASSIMILIANO ALLEGRI,3-5-2,4-4-2,95'26,48'00,0.5,21'46 (45%),9'16 (43%),12'30 (57%),26'14 (55%),10'56 (42%),15'18 (58%),3'11,4'27,3'51,5'07,2'41,2'28,6'18,4'19,4'58,1'42,3'52,5'05,8,4,3(2),3(1),0,0,3,1,5,1,2,1,3,1,1,0,0,0,5,4,15,14,318,475,0.83,0.87,12,23,112,169,194,283,24,21,17,15,0 (0),0 (0),108.703,27.357,72.311,9.035,107.349,26.701,72.366,8.282,6.7,6.7,17 (38%),4 (9%),24 (53%),24 (45%),8 (15%),21 (40%),1/1,1/2,3/4,11/13,0/0,1/1,0/1,1/2,2/4,1/3,0/0,1/1,SERGIO FLOCCARI,10,MOISE KEAN,18,4.0,3.2,2.05
2018-2019,32,ROMA,UDINESE,13/04/2019,STADIUM OLIMPICO,18:00:00,MARCO  DI BELLO,MAURO  TONOLINI,ALESSIO  TOLFO,IVANO  PEZZUTO,LUCA  PAIRETTO,ALESSANDRO LO CICERO,1,0,H,CLAUDIO RANIERI,IGOR TUDOR,4-4-2,3-5-2,94'02,45'18,0.48,22'22 (49%),9'48 (44%),12'34 (56%),22'56 (51%),15'16 (67%),7'40 (33%),4'05,5'39,5'22,2'17,2'50,2'09,5'00,3'07,3'43,4'02,1'52,5'11,11,7,5(1),4(0),0,0,5,2,6,3,3,3,6,3,1,0,2,3,7,6,11,13,399,315,0.83,0.76,29,20,115,107,255,188,22,17,37,7,0 (0),0 (0),104.558,27.911,68.481,8.166,104.303,28.731,67.302,8.27,6.6,6.6,31 (47%),6 (9%),29 (44%),17 (53%),3 (9%),12 (38%),1/1,1/2,6/8,3/4,0/1,2/3,0/1,1/2,3/4,0/1,0/0,2/3,EDIN DZEKO,9,MARCO D'ALESSANDRO,77,1.44,4.5,7.0
2018-2019,32,MILAN,LAZIO,13/04/2019,STADIUM GIUSEPPE MEAZZA,20:30:00,GIANLUCA  ROCCHI,FILIPPO  MELI,ALESSANDRO  COSTANZO,FABIO  MARESCA,PAOLO SILVIO  MAZZOLENI,GIACOMO PAGANESSI,1,0,H,GENNARO GATTUSO,SIMONE INZAGHI,4-3-3,3-5-1-1,96'26,46'33,0.48,26'28 (57%),11'54 (45%),14'34 (55%),20'05 (43%),11'58 (60%),8'07 (40%),6'27,4'02,4'34,4'47,3'07,3'31,1'48,5'05,3'23,1'54,3'38,4'17,10,8,5(1),6(0),1,0,2,4,5,2,5,4,9,6,0,0,2,4,11,4,13,16,449,369,0.86,0.8,28,24,149,106,272,239,29,25,21,27,1 (1),0 (0),110.295,28.246,73.709,8.34,111.683,27.886,75.495,8.302,6.7,6.7,21 (39%),6 (11%),27 (50%),27 (57%),7 (15%),13 (28%),0/0,1/1,3/5,2/2,0/0,0/0,1/1,1/1,1/2,1/2,0/0,0/0,FRANK KESSIE,79,SERGEJ MILINKOVIC-SAVIC,21,2.6,3.3,2.75
2018-2019,32,TORINO,CAGLIARI,14/04/2019,STADIUM OLIMPICO GRANDE TORINO,12:30:00,MASSIMILIANO  IRRATI,LORENZO  GORI,SALVATORE  LONGO,FEDERICO  DIONISI,LUCA  BANTI,GIORGIO SCHENONE,1,1,D,WALTER MAZZARRI,ROLANDO MARAN,3-4-2-1,4-3-1-2,100'06,44'07,0.44,21'34 (49%),10'35 (49%),10'59 (51%),22'33 (51%),10'47 (48%),11'46 (52%),3'46,3'53,3'52,2'34,2'10,5'19,3'47,3'14,3'40,3'21,4'03,4'27,14,9,8(1),6(1),1,0,5,4,6,3,4,7,6,8,1,1,1,0,6,6,12,20,255,339,0.76,0.78,25,31,100,105,130,203,30,26,24,24,0 (0),0 (0),102.075,29.686,63.679,8.71,98.894,27.61,62.776,8.508,6.2,6.2,24 (51%),10 (21%),13 (28%),17 (34%),12 (24%),21 (42%),1/1,0/0,5/10,4/5,0/0,0/0,0/2,0/0,2/3,3/8,0/0,0/0,DANIELE BASELLI,8,LEONARDO PAVOLETTI,30,1.85,3.4,4.75
2018-2019,32,FIORENTINA,BOLOGNA,14/04/2019,STADIUM ARTEMIO FRANCHI,15:00:00,PIERO  GIACOMELLI,ENRICO  CALIARI,RODOLFO  DI VUOLO,ANTONIO  GIUA,MAURIZIO  MARIANI,ALFONSO MARRAZZO,0,0,D,VINCENZO MONTELLA,SINISA MIHAJLOVIC,3-5-2,4-2-3-1,93'19,55'42,0.6,29'10 (52%),14'12 (49%),14'58 (51%),26'32 (48%),20'46 (78%),5'46 (22%),3'53,5'39,5'56,4'56,4'01,4'44,5'57,3'19,4'50,4'26,4'22,3'38,14,5,7(0),3(0),0,0,3,1,7,2,3,6,9,2,0,0,1,2,10,5,17,11,407,295,0.8,0.76,25,14,155,97,227,184,31,21,23,18,0 (0),0 (0),109.649,25.967,74.085,9.597,111.968,26.347,75.5,10.121,6.8,6.9,30 (49%),13 (21%),18 (30%),18 (50%),2 (6%),16 (44%),2/4,1/1,6/10,0/3,0/0,0/0,0/1,1/1,2/5,1/4,0/0,0/0,LUIS MURIEL,29,RICCARDO ORSOLINI,7,1.85,3.5,4.5
2018-2019,32,SAMPDORIA,GENOA,14/04/2019,STADIUM LUIGI FERRARIS,15:00:00,GIANPAOLO  CALVARESE,GIORGIO  PERETTI,CIRO  CARBONE,EUGENIO  ABBATTISTA,DANIELE  ORSATO,LUCA MONDIN,2,0,H,MARCO GIAMPAOLO,CESARE PRANDELLI,4-3-1-2,3-5-2,94'02,42'33,0.45,23'21 (55%),15'32 (67%),7'49 (33%),19'12 (45%),7'46 (40%),11'26 (60%),4'19,3'47,3'42,2'39,3'33,5'21,2'58,4'12,2'53,2'48,1'51,4'30,13,6,7(2),1(0),2,0,6,0,6,5,1,3,9,3,1,0,1,6,3,8,15,22,332,216,0.76,0.68,28,24,130,77,174,115,19,21,22,23,1 (1),0 (0),99.698,28.17,64.311,7.217,96.462,27.355,61.688,7.419,6.2,6.2,22 (58%),6 (16%),10 (26%),21 (40%),10 (18%),22 (42%),1/1,0/0,4/5,1/2,0/0,0/0,1/1,0/0,3/5,4/5,0/0,0/0,FABIO QUAGLIARELLA,27,MIGUEL VELOSO,44,2.4,3.1,3.2
2018-2019,32,SASSUOLO,PARMA,14/04/2019,STADIUM MAPEI STADIUM,15:00:00,MARCO  PICCININI,TARCISIO  VILLA,ORESTE  MUTO,ALESSANDRO  PRONTERA,DANIELE  CHIFFI,STEFANO LIBERTI,0,0,D,ROBERTO DE ZERBI,ROBERTO D'AVERSA,4-3-3,4-3-3,99'03,51'26,0.52,38'33 (75%),14'42 (38%),23'51 (62%),12'53 (25%),7'57 (62%),4'56 (38%),7'08,6'33,7'06,6'21,5'24,6'01,2'11,1'38,3'03,1'52,2'22,1'47,16,3,8(0),1(0),0,1,7,1,8,2,1,7,5,1,0,0,1,6,7,3,7,11,602,178,0.87,0.64,17,20,241,55,344,103,27,8,16,13,0 (0),1 (0),109.468,30.346,70.791,8.331,109.035,29.926,71.877,7.232,6.4,6.4,25 (37%),12 (18%),30 (45%),11 (42%),7 (27%),8 (31%),2/6,2/3,2/2,5/7,0/1,2/2,0/0,2/3,2/3,1/2,1/1,0/0,JEREMIE BOGA,20,FEDERICO DIMARCO,3,1.66,4.0,5.0
2018-2019,32,CHIEVOVERONA,NAPOLI,14/04/2019,STADIUM MARCANTONIO BENTEGODI,18:00:00,FEDERICO  LA PENNA,LORENZO  MANGANELLI,VALERIO  COLAROSSI,LUCA  MASSIMI,ROSARIO  ABISSO,DAMIANO DI IORIO,1,3,A,DOMENICO DI CARLO,CARLO ANCELOTTI,4-3-1-2,4-4-2,90'16,56'07,0.62,19'30 (35%),12'30 (64%),7'00 (36%),36'37 (65%),21'58 (60%),14'39 (40%),3'03,3'48,3'31,4'02,1'54,3'12,7'38,6'04,5'17,5'51,5'02,6'45,4,12,4(1),5(3),0,0,3,3,0,7,2,3,1,7,1,2,2,1,3,7,9,10,287,719,0.78,0.91,26,35,92,219,169,465,11,28,17,13,0 (0),0 (0),115.495,24.828,81.939,8.728,107.754,27.467,71.502,8.785,7.4,6.9,10 (30%),7 (22%),16 (48%),29 (53%),11 (20%),15 (27%),0/0,0/0,3/3,2/3,0/0,0/0,0/0,0/0,2/3,1/3,0/0,0/0,BOSTJAN CESAR,12,KALIDOU KOULIBALY,26,11.0,5.25,1.3
2018-2019,32,FROSINONE,INTER,14/04/2019,STADIUM BENITO STIRPE,20:30:00,DAVIDE  MASSA,ELENITO  DI LIBERATORE,VALENTINO  FIORITO,JUAN LUCA  SACCHI,FABRIZIO  PASQUA,FILIPPO VALERIANI,1,3,A,MARCO BARONI,LUCIANO SPALLETTI,3-5-2,4-2-3-1,95'25,50'41,0.53,15'42 (31%),9'09 (58%),6'33 (42%),34'59 (69%),19'31 (56%),15'28 (44%),3'06,2'46,1'44,2'09,2'23,3'34,7'10,7'18,5'07,6'49,1'34,7'01,10,10,4(1),5(3),0,1,1,5,6,5,2,3,4,6,1,2,1,3,1,3,19,17,215,618,0.69,0.89,22,27,67,201,126,390,11,25,16,17,0 (0),1 (1),106.693,23.967,72.919,9.807,104.58,25.752,69.933,8.895,7.1,6.8,15 (34%),6 (14%),23 (52%),18 (33%),14 (25%),23 (42%),1/2,0/0,2/8,1/2,0/0,0/0,0/1,0/0,2/2,2/2,0/0,0/0,DANIEL CIOFANI,9,RADJA NAINGGOLAN,14,7.0,3.75,1.57
2018-2019,32,ATALANTA,EMPOLI,15/04/2019,STADIUM ATLETI AZZURRI D'ITALIA,20:30:00,GIANLUCA  MANGANIELLO,STEFANO  ALASSIO,GIANLUCA  VUOTO,LUIGI  NASCA,MARCO  GUIDA,MAURO VIVENZI,0,0,D,GIAN PIERO GASPERINI,AURELIO ANDREAZZOLI,3-4-1-2,3-5-2,96'50,54'55,0.57,34'09 (62%),11'20 (33%),22'49 (67%),20'46 (38%),13'01 (63%),7'45 (37%),4'43,4'57,8'18,5'59,5'00,5'12,3'43,2'17,3'26,4'22,3'25,3'33,32,2,18(0),1(0),0,0,12,1,14,1,1,17,13,2,0,0,1,5,9,3,7,11,478,281,0.87,0.73,30,34,181,91,267,156,27,11,21,14,0 (0),0 (0),109.314,27.965,71.825,9.524,107.098,27.669,71.313,8.116,6.7,6.6,43 (60%),11 (15%),18 (25%),24 (65%),2 (5%),11 (30%),3/3,3/3,4/6,2/3,2/3,1/1,1/1,3/3,1/1,1/1,0/0,0/0,JOSIP ILICIC,72,GIOVANNI DI LORENZO,2,1.33,5.25,9.0
2018-2019,33,PARMA,MILAN,20/04/2019,STADIUM ENNIO TARDINI,12:30:00,PAOLO  VALERI,ENRICO  CALIARI,PASQUALE  DE MEO,MANUEL  VOLPI,FEDERICO  LA PENNA,STEFANO ALASSIO,1,1,D,ROBERTO D'AVERSA,GENNARO GATTUSO,5-3-2,4-3-3,97'50,45'37,0.47,19'35 (43%),10'50 (55%),8'45 (45%),26'02 (57%),11'31 (44%),14'31 (56%),2'58,3'43,3'35,2'51,2'35,3'53,3'16,5'30,4'26,6'18,3'13,3'19,10,8,3(1),3(1),1,0,2,1,7,5,2,0,7,1,0,1,5,4,8,4,14,13,289,445,0.78,0.84,18,23,99,146,172,276,28,30,24,14,0 (0),0 (0),101.463,28.704,65.885,6.874,102.855,28.258,67.226,7.371,6.4,6.3,20 (39%),9 (18%),22 (43%),17 (34%),9 (18%),24 (48%),1/1,1/1,0/5,5/9,0/0,0/0,1/1,1/1,1/2,6/11,0/0,0/0,BRUNO ALVES,22,SAMUEL CASTILLEJO,7,5.0,3.6,1.75
2018-2019,33,BOLOGNA,SAMPDORIA,20/04/2019,STADIUM RENATO DALL'ARA,15:00:00,MAURIZIO  MARIANI,ALFONSO  MARRAZZO,ALBERTO  TEGONI,EUGENIO  ABBATTISTA,MASSIMILIANO  IRRATI,ALESSIO TOLFO,3,0,H,SINISA MIHAJLOVIC,MARCO GIAMPAOLO,4-2-3-1,4-3-1-2,94'05,39'41,0.42,17'09 (43%),9'04 (53%),8'05 (47%),22'32 (57%),8'05 (36%),14'27 (64%),3'24,3'17,3'34,2'30,1'46,2'38,3'21,3'18,4'46,2'29,2'39,5'59,12,9,6(2),3(0),1,0,3,2,6,6,2,3,8,4,1,0,7,1,3,4,19,12,241,456,0.75,0.82,27,23,76,137,138,296,24,29,18,20,0 (0),0 (0),107.931,26.718,73.114,8.099,100.008,28.325,63.927,7.756,6.6,6.2,23 (57%),8 (20%),9 (23%),21 (35%),9 (15%),30 (50%),2/2,0/0,4/6,0/0,0/0,0/0,1/2,0/0,3/10,3/5,0/0,0/0,ERICK PULGAR,5,ALBIN EKDAL,6,2.2,3.3,3.4
2018-2019,33,CAGLIARI,FROSINONE,20/04/2019,STADIUM SARDEGNA ARENA,15:00:00,ROSARIO  ABISSO,MATTEO  PASSERI,ORLANDO  PAGNOTTA,MARCO  SERRA,MARCO  PICCININI,GIACOMO PAGANESSI,1,0,H,ROLANDO MARAN,MARCO BARONI,4-3-1-2,3-5-2,95'11,50'41,0.53,27'35 (54%),14'13 (52%),13'22 (48%),23'06 (46%),15'12 (66%),7'54 (34%),6'22,3'58,4'37,2'53,4'11,5'34,2'55,3'32,3'53,4'16,3'31,4'58,12,5,6(1),2(0),1,1,4,0,6,3,2,5,6,2,0,0,0,3,5,6,19,16,421,317,0.79,0.74,28,17,141,102,252,198,17,14,24,15,1 (1),0 (0),101.26,25.73,69.014,6.516,101.294,25.446,69.054,6.794,6.6,6.6,19 (36%),8 (15%),26 (49%),15 (36%),8 (19%),19 (45%),0/0,1/2,2/3,4/6,1/1,0/0,0/0,1/2,3/4,2/5,1/1,0/1,LEONARDO PAVOLETTI,30,CAMILLO CIANO,28,1.95,3.2,4.2
2018-2019,33,EMPOLI,SPAL,20/04/2019,STADIUM CARLO CASTELLANI,15:00:00,GIANLUCA  ROCCHI,STEFANO  DEL GIOVANE,FABIANO  PRETI,DAVIDE  GHERSINI,PIERO  GIACOMELLI,VALENTINO FIORITO,2,4,A,AURELIO ANDREAZZOLI,LEONARDO SEMPLICI,3-5-2,3-5-2,97'57,54'49,0.56,29'44 (54%),15'19 (52%),14'25 (48%),25'05 (46%),16'02 (64%),9'03 (36%),5'10,5'10,5'01,5'16,3'01,6'06,3'22,4'33,4'25,4'02,4'36,4'06,11,9,6(2),7(4),0,1,5,4,5,2,3,3,8,7,2,3,2,1,3,6,17,14,422,292,0.85,0.8,23,17,146,82,253,193,28,21,23,22,0 (0),1 (1),97.448,27.308,62.75,7.39,98.744,27.538,63.931,7.275,6.3,6.5,23 (40%),10 (18%),24 (42%),15 (32%),8 (17%),24 (51%),1/1,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/2,4/4,0/0,0/0,FRANCESCO CAPUTO,11,ANDREA PETAGNA,37,2.15,3.25,3.6
2018-2019,33,GENOA,TORINO,20/04/2019,STADIUM LUIGI FERRARIS,15:00:00,DANIELE  DOVERI,SERGIO  RANGHETTI,DANIELE  BINDONI,ANTONIO  GIUA,PAOLO SILVIO  MAZZOLENI,GIANLUCA VUOTO,0,1,A,CESARE PRANDELLI,WALTER MAZZARRI,3-5-2,3-4-2-1,97'03,47'47,0.49,21'57 (46%),10'35 (48%),11'22 (52%),25'50 (54%),13'21 (52%),12'29 (48%),3'00,3'47,3'52,3'05,3'30,4'43,4'09,3'20,5'28,5'40,3'32,3'41,8,8,4(0),4(1),0,0,4,3,4,4,3,4,5,4,0,1,2,1,3,2,21,24,258,334,0.68,0.76,19,25,76,112,163,197,20,23,29,25,0 (0),0 (0),103.117,30.514,64.879,7.724,100.928,31.017,62.785,7.126,6.2,6.1,12 (27%),7 (16%),25 (57%),27 (48%),13 (23%),16 (29%),0/1,2/2,2/6,1/2,8/8,0/1,0/0,2/2,2/2,4/6,0/0,1/2,CHRISTIAN KOUAME,11,CRISTIAN ANSALDI,15,2.75,3.0,2.87
2018-2019,33,LAZIO,CHIEVOVERONA,20/04/2019,STADIUM OLIMPICO,15:00:00,DANIELE  CHIFFI,DOMENICO  ROCCA,FABRIZIO  POSADO,ANTONIO  RAPUANO,FABIO  MARESCA,RODOLFO DI VUOLO,1,2,A,SIMONE INZAGHI,DOMENICO DI CARLO,3-5-2,4-3-1-2,96'55,50'07,0.52,27'45 (55%),12'36 (45%),15'09 (55%),22'22 (45%),13'52 (62%),8'30 (38%),5'37,4'49,4'07,2'51,5'07,5'13,3'04,3'55,3'17,4'21,2'46,4'59,16,8,8(1),6(2),1,0,6,4,8,2,4,4,5,3,1,2,0,2,13,2,8,21,374,314,0.81,0.78,31,23,127,94,216,197,26,18,25,15,0 (0),0 (0),98.175,24.408,65.201,8.566,109.321,25.59,74.59,9.141,6.7,7.0,23 (43%),16 (31%),14 (26%),12 (30%),11 (27%),17 (43%),2/3,0/0,5/6,1/1,0/0,0/0,1/1,0/0,1/1,3/4,0/0,0/0,FELIPE CAICEDO,20,EMANUEL VIGNATO,55,1.18,7.0,17.0
2018-2019,33,UDINESE,SASSUOLO,20/04/2019,"STADIUM FRIULI DENOMINAZIONE COMMERCIALE ""DACIA ARENA""",15:00:00,LUCA  PAIRETTO,STEFANO  LIBERTI,MATTEO  BOTTEGONI,LUCA  MASSIMI,LUCA  BANTI,GIANMATTIA TASSO,1,1,D,IGOR TUDOR,ROBERTO DE ZERBI,3-5-2,3-5-2,96'04,42'44,0.44,20'49 (49%),10'48 (52%),10'01 (48%),21'55 (51%),14'31 (66%),7'24 (34%),2'09,2'15,4'55,5'02,3'58,2'30,4'04,3'31,1'48,4'46,4'23,3'23,10,6,5(1),2(1),0,0,4,1,5,4,1,4,4,3,0,1,4,2,6,4,17,14,286,390,0.75,0.81,22,20,98,133,166,237,19,14,24,15,0 (0),0 (0),102.025,30.942,63.547,7.536,104.418,28.435,68.991,6.992,6.3,6.5,20 (38%),8 (16%),24 (46%),12 (32%),8 (21%),18 (47%),1/1,0/1,3/4,1/2,0/0,2/2,2/2,0/1,0/0,0/3,0/0,0/0,IGNACIO PUSSETTO,23,STEFANO SENSI,12,2.35,3.2,3.2
2018-2019,33,JUVENTUS,FIORENTINA,20/04/2019,STADIUM ALLIANZ STADIUM,18:00:00,FABRIZIO  PASQUA,LUCA  MONDIN,ALESSANDRO  LO CICERO,GIANLUCA  AURELIANO,MARCO  DI BELLO,SALVATORE LONGO,2,1,H,MASSIMILIANO ALLEGRI,VINCENZO MONTELLA,4-3-3,4-3-3,95'08,58'24,0.61,35'17 (60%),16'23 (46%),18'54 (54%),23'07 (40%),10'42 (46%),12'25 (54%),6'13,4'41,7'01,4'33,7'26,5'23,2'45,3'38,5'11,4'08,2'15,5'10,9,9,5(1),6(1),0,0,3,2,4,3,3,3,4,5,1,0,4,3,10,7,13,9,592,366,0.91,0.86,40,25,197,112,355,229,22,19,10,17,0 (0),0 (0),113.694,30.283,73.966,9.445,117.86,27.42,81.282,9.158,6.8,7.1,28 (50%),7 (12%),21 (38%),10 (22%),11 (24%),25 (54%),0/2,1/3,2/5,1/1,0/0,0/1,0/0,1/3,0/1,2/3,0/0,0/0,CRISTIANO RONALDO,7,FEDERICO CHIESA,25,1.4,4.5,9.0
2018-2019,33,INTER,ROMA,20/04/2019,STADIUM GIUSEPPE MEAZZA,20:30:00,MARCO  GUIDA,FILIPPO  MELI,FILIPPO  VALERIANI,GIANLUCA  MANGANIELLO,GIANPAOLO  CALVARESE,MAURO VIVENZI,1,1,D,LUCIANO SPALLETTI,CLAUDIO RANIERI,4-2-3-1,4-2-3-1,94'21,58'52,0.62,40'37 (69%),16'32 (41%),24'05 (59%),18'15 (31%),11'07 (61%),7'08 (39%),6'58,6'12,6'13,8'55,5'49,6'30,3'51,2'36,3'00,2'42,2'29,3'37,13,9,7(1),5(1),0,0,6,3,6,4,4,4,10,8,1,0,2,2,7,4,7,13,642,229,0.9,0.73,17,18,219,78,406,133,37,19,18,14,0 (0),0 (0),110.85,29.35,73.684,7.816,110.524,29.684,73.78,7.06,6.7,6.7,34 (57%),4 (6%),22 (37%),8 (26%),12 (39%),11 (35%),1/2,0/1,3/9,7/8,1/3,5/8,0/0,0/1,1/1,1/1,0/0,0/1,IVAN PERISIC,44,STEPHAN EL SHAARAWY,92,1.8,3.6,4.5
2018-2019,33,NAPOLI,ATALANTA,22/04/2019,STADIUM SAN PAOLO,19:00:00,DANIELE  ORSATO,DAMIANO  DI IORIO,GIORGIO  SCHENONE,ALEANDRO  DI PAOLO,DAVIDE  MASSA,ALESSANDRO COSTANZO,1,2,A,CARLO ANCELOTTI,GIAN PIERO GASPERINI,4-4-2,3-4-1-2,95'10,55'01,0.58,27'30 (50%),16'50 (61%),10'40 (39%),27'31 (50%),16'00 (58%),11'31 (42%),3'54,5'08,4'22,4'48,2'51,6'27,4'00,2'30,7'05,4'15,5'42,3'59,13,11,9(1),7(2),0,0,6,5,4,4,5,6,10,8,0,2,2,1,3,3,15,10,407,467,0.79,0.82,25,25,127,145,255,297,18,15,16,26,0 (0),0 (0),111.983,29.453,70.596,11.934,115.549,29.023,75.611,10.915,6.8,7.0,26 (49%),9 (17%),18 (34%),22 (35%),14 (22%),27 (43%),0/0,1/2,0/1,0/2,0/0,0/0,0/0,1/2,0/2,4/6,0/0,0/0,DRIES MERTENS,14,DUVAN ZAPATA,91,1.85,3.5,4.2
2018-2019,34,BOLOGNA,EMPOLI,27/04/2019,STADIUM RENATO DALL'ARA,15:00:00,PAOLO  VALERI,DANIELE  BINDONI,ALESSIO  TOLFO,RICCARDO  ROS,DANIELE  CHIFFI,LUCA MONDIN,3,1,H,SINISA MIHAJLOVIC,AURELIO ANDREAZZOLI,4-2-3-1,3-5-2,98'43,43'18,0.44,24'17 (56%),7'58 (33%),16'19 (67%),19'01 (44%),9'52 (52%),9'09 (48%),2'23,3'59,4'45,4'59,4'31,3'40,5'29,3'56,3'13,1'13,2'13,2'57,17,4,7(3),3(1),0,0,5,1,10,1,2,4,8,2,2,0,3,1,13,5,13,15,380,351,0.84,0.79,19,22,132,111,229,218,26,13,25,17,0 (0),0 (0),113.853,29.355,75.605,8.893,105.644,30.243,67.827,7.574,6.6,6.2,24 (39%),12 (19%),26 (42%),24 (57%),5 (12%),13 (31%),1/2,0/1,4/5,2/6,0/1,0/0,0/2,0/1,1/6,2/2,0/1,0/0,NICOLA SANSONE,10,MARKO PAJAC,6,1.8,3.6,4.33
