Year,Matchday,Team_1,Team_2,Day,Stadium,Time,Referee,Gls_T1,Gls_T2,FR,Gls_fh_T1,Gls_fh_T2,FHR,Gls_sh_T1,Gls_sh_T2,SHR,Gls_0_15_T1,Gls_16_30_T1,Gls_31_HT_T1,Gls_46_60_T1,Gls_61_75_T1,Gls_76_FT_T1,Gls_0_15_T2,Gls_16_30_T2,Gls_31_HT_T2,Gls_46_60_T2,Gls_61_75_T2,Gls_76_FT_T2,Coach_T1,Coach_T2,Svs_T1,Svs_T2,Pnt_T1,Pnt_T2,Atp_T1,Atp_T2,Atp_on_T1,Atp_on_T2,Atp_off_T1,Atp_off_T2,FlsC_T1,FlsC_T2,Post_T1,Post_T2,Ast_T1,Ast_T2,Off_T1,Off_T2,Crn_T1,Crn_T2,1st_yllw_crd_T1,1st_yllw_crd_T2,2nd_yllw_crd_T1,2nd_yllw_crd_T2,rd_crd_T1,rd_crd_T2,bet365_home_win,bet365_draw,bet365_away_win
2011-12,35,ATALANTA,FIORENTINA,29/04/2012,GEWISS STADIUM - BERGAMO,15:00,DANIELE DOVERI,2,0,H,1,0,H,1,0,H,1,0,0,1,0,0,0,0,0,0,0,0,Stefano Colantuono,Delio Rossi,3,5,0 (0),1 (0),9,9,7,4,2,5,11,14,0,0,2,0,4,0,3,2,4,2,0,0,0,0,2.7,2.5,3.4
2011-12,35,INTER,CESENA,29/04/2012,GIUSEPPE MEAZZA - MILANO,15:00,ANDREA ROMEO,2,1,H,0,0,D,2,1,H,0,0,0,1,1,0,0,0,0,1,0,0,Andrea Stramaccioni,Mario Beretta,2,8,0 (0),0 (0),23,9,10,4,13,5,9,11,0,1,3,1,6,5,10,2,0,2,0,0,0,0,1.25,5.5,12
2011-12,35,LECCE,PARMA,29/04/2012,ETTORE GIARDINIERO - VIA DEL MARE - LECCE,15:00,PAOLO SILVIO MAZZOLENI,1,2,A,0,0,D,1,2,A,0,0,0,0,0,1,0,0,0,0,1,1,Serse Cosmi,Roberto Donadoni,0,3,0 (0),0 (0),12,10,5,2,7,8,10,21,1,0,1,3,5,3,6,7,1,2,1,0,0,0,2,3.5,3.6
2011-12,35,NOVARA,JUVENTUS,29/04/2012,SILVIO PIOLA - NOVARA,15:00,DOMENICO CELI,0,4,A,0,2,A,0,2,A,0,0,0,0,0,0,0,1,1,1,1,0,Attilio Tesser,Antonio Conte,7,2,0 (0),0 (0),8,21,2,12,6,9,17,10,0,1,0,5,2,2,3,5,1,0,0,0,0,0,12,5.5,1.25
2011-12,35,ROBUR SIENA,MILAN,29/04/2012,ARTEMIO FRANCHI - SIENA,15:00,CHRISTIAN BRIGHI,1,4,A,0,2,A,1,2,A,0,0,0,0,0,1,0,2,0,0,0,2,Giuseppe Sannino,Massimiliano Allegri,1,3,0 (0),0 (0),7,6,4,5,3,1,7,7,0,0,1,2,4,2,2,6,2,2,0,0,0,0,5.5,4,1.57
2011-12,35,UDINESE,LAZIO,29/04/2012,DACIA ARENA - STADIO FRIULI - UDINE,20:45,MAURO BERGONZI,2,0,H,0,0,D,2,0,H,0,0,0,0,1,1,0,0,0,0,0,0,Francesco Guidolin,Edoardo Reja,2,7,0 (0),0 (0),14,5,9,2,5,3,15,23,0,0,0,0,2,0,4,3,5,3,0,0,0,1,2.2,3.3,3.25
2011-12,36,CHIEVOVERONA,ROMA,01/05/2012,MARCANTONIO BENTEGODI - VERONA,18:00,LUCA BANTI,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Domenico Di Carlo,Luis Enrique,4,3,0 (0),0 (0),6,10,3,4,3,6,10,7,0,0,0,0,8,2,2,4,4,3,0,0,0,0,3.5,3.3,2.1
2011-12,36,NAPOLI,PALERMO,01/05/2012,SAN PAOLO - NAPOLI,20:45,ANDREA DE MARCO,2,0,H,2,0,H,0,0,D,0,1,1,0,0,0,0,0,0,0,0,0,Walter Mazzarri,Bortolo Mutti,5,1,1 (1),0 (0),9,9,4,5,5,4,14,15,1,0,2,0,1,1,3,5,2,1,0,0,0,0,1.3,5.25,9.5
2011-12,36,CATANIA,BOLOGNA,02/05/2012,ANGELO MASSIMINO - CATANIA,20:45,GENNARO PALAZZINO,0,1,A,0,0,D,0,1,A,0,0,0,0,0,0,0,0,0,0,0,1,Vincenzo Montella,Stefano Pioli,4,5,0 (0),0 (0),12,11,5,5,7,6,18,17,0,0,0,0,3,4,6,4,1,3,0,0,0,0,1.95,3.2,4.2
2011-12,36,CESENA,UDINESE,02/05/2012,OROGEL STADIUM - CESENA,20:45,ANTONIO DAMATO,0,1,A,0,1,A,0,0,D,0,0,0,0,0,0,1,0,0,0,0,0,Mario Beretta,Francesco Guidolin,2,1,1 (0),0 (0),6,9,1,4,5,5,21,9,0,1,0,0,1,5,0,4,2,1,0,0,0,0,5,3.5,1.73
2011-12,36,FIORENTINA,NOVARA,02/05/2012,ARTEMIO FRANCHI - FIRENZE,20:45,ANTONIO DANILO GIANNOCCARO,2,2,D,0,2,A,2,0,H,0,0,0,1,1,0,1,1,0,0,0,0,Delio Rossi,Attilio Tesser,0,4,1 (1),1 (1),14,7,6,2,8,5,19,16,0,0,1,0,3,3,8,2,3,4,0,0,0,0,1.5,4,7
2011-12,36,GENOA,CAGLIARI,02/05/2012,LUIGI FERRARIS - GENOVA,20:45,PAOLO SILVIO MAZZOLENI,2,1,H,1,1,D,1,0,H,1,0,0,0,0,1,1,0,0,0,0,0,Luigi De Canio,Massimo Ficcadenti,4,1,0 (0),0 (0),6,9,3,6,3,3,13,13,0,1,1,1,5,1,7,4,1,1,0,0,0,0,1.73,3.5,5
2011-12,36,JUVENTUS,LECCE,02/05/2012,ALLIANZ STADIUM - TORINO,20:45,PAOLO VALERI,1,1,D,1,0,H,0,1,A,1,0,0,0,0,0,0,0,0,0,0,1,Antonio Conte,Serse Cosmi,0,6,0 (0),0 (0),11,1,7,1,4,0,15,10,0,0,3,0,2,1,6,2,1,4,0,1,0,0,1.17,7.5,13
2011-12,36,LAZIO,ROBUR SIENA,02/05/2012,OLIMPICO - ROMA,20:45,DOMENICO CELI,1,1,D,0,1,A,1,0,H,0,0,0,0,1,0,0,1,0,0,0,0,Edoardo Reja,Giuseppe Sannino,1,5,1 (1),0 (0),18,5,7,2,11,3,10,12,1,0,2,1,2,2,10,3,2,2,0,0,0,0,1.57,3.75,6
2011-12,36,MILAN,ATALANTA,02/05/2012,GIUSEPPE MEAZZA - MILANO,20:45,MARCO GUIDA,2,0,H,1,0,H,1,0,H,1,0,0,0,0,1,0,0,0,0,0,0,Massimiliano Allegri,Stefano Colantuono,1,7,0 (0),0 (0),16,4,10,1,6,3,11,5,1,0,1,0,2,6,4,2,0,0,0,0,0,0,1.22,6,12
2011-12,36,PARMA,INTER,02/05/2012,ENNIO TARDINI - PARMA,20:45,DANIELE ORSATO,3,1,H,0,1,A,3,0,H,0,0,0,2,0,1,1,0,0,0,0,0,Roberto Donadoni,Andrea Stramaccioni,3,2,0 (0),0 (0),16,7,5,4,11,3,8,8,0,0,3,3,2,4,6,7,3,2,0,0,0,0,3.75,3.6,1.91
2011-12,37,LECCE,FIORENTINA,05/05/2012,ETTORE GIARDINIERO - VIA DEL MARE - LECCE,18:00,CHRISTIAN BRIGHI,0,1,A,0,1,A,0,0,D,0,0,0,0,0,0,0,0,1,0,0,0,Serse Cosmi,Vincenzo Guerini,1,3,0 (0),0 (0),12,5,4,3,8,2,15,10,1,1,0,0,0,5,8,4,4,4,0,0,0,0,1.95,3.4,3.8
2011-12,37,ROMA,CATANIA,05/05/2012,OLIMPICO - ROMA,20:45,SEBASTIANO PERUZZO,2,2,D,0,0,D,2,2,D,0,0,0,1,0,1,0,0,0,1,1,0,Luis Enrique,Vincenzo Montella,4,6,1 (0),1 (1),15,8,8,6,7,2,18,10,0,0,1,2,1,1,11,4,4,2,0,0,0,0,1.62,3.75,5.5
2011-12,37,ROBUR SIENA,PARMA,06/05/2012,ARTEMIO FRANCHI - SIENA,12:30,SILVIO BARATTA,0,2,A,0,0,D,0,2,A,0,0,0,0,0,0,0,0,0,0,1,1,Giuseppe Sannino,Roberto Donadoni,0,0,0 (0),0 (0),2,6,0,2,2,4,13,8,0,0,0,0,6,3,3,8,2,0,0,0,0,0,2.3,3.25,3.1
2011-12,37,ATALANTA,LAZIO,06/05/2012,GEWISS STADIUM - BERGAMO,15:00,GIANLUCA ROCCHI,0,2,A,0,1,A,0,1,A,0,0,0,0,0,0,0,0,1,0,0,1,Stefano Colantuono,Edoardo Reja,4,3,0 (0),0 (0),8,8,3,6,5,2,11,19,0,1,0,0,0,1,6,4,3,2,0,0,1,0,2.3,3.2,3.1
2011-12,37,BOLOGNA,NAPOLI,06/05/2012,RENATO DALL'ARA - BOLOGNA,15:00,MAURO BERGONZI,2,0,H,1,0,H,1,0,H,0,1,0,0,1,0,0,0,0,0,0,0,Stefano Pioli,Walter Mazzarri,5,2,0 (0),0 (0),9,16,6,7,3,9,18,16,1,1,2,4,3,3,3,5,3,6,0,0,1,1,5,4,1.62
2011-12,37,NOVARA,CESENA,06/05/2012,SILVIO PIOLA - NOVARA,15:00,FILIPPO MERCHIORI,3,0,H,1,0,H,2,0,H,0,1,0,0,1,1,0,0,0,0,0,0,Attilio Tesser,Mario Beretta,3,3,2 (2),0 (0),15,12,9,3,6,9,11,23,3,0,2,0,2,3,2,3,2,2,0,0,0,0,2,3.3,3.8
2011-12,37,PALERMO,CHIEVOVERONA,06/05/2012,RENZO BARBERA - PALERMO,15:00,ANDREA GERVASONI,4,4,D,2,2,D,2,2,D,1,1,0,0,1,1,0,2,0,1,1,0,Bortolo Mutti,Domenico Di Carlo,2,5,1 (1),1 (1),17,13,10,6,7,7,17,16,1,0,2,0,2,3,7,4,4,1,0,0,0,0,2,3.3,3.75
2011-12,37,UDINESE,GENOA,06/05/2012,DACIA ARENA - STADIO FRIULI - UDINE,15:00,PAOLO TAGLIAVENTO,2,0,H,1,0,H,1,0,H,0,1,0,0,1,0,0,0,0,0,0,0,Francesco Guidolin,Luigi De Canio,2,6,0 (0),0 (0),22,4,8,2,14,2,10,7,0,0,2,0,2,0,9,1,2,0,0,1,0,1,1.62,3.75,5.5
2011-12,37,CAGLIARI,JUVENTUS,06/05/2012,SANT'ELIA - CAGLIARI,20:45,DANIELE ORSATO,0,2,A,0,1,A,0,1,A,0,0,0,0,0,0,1,0,0,0,1,0,Massimo Ficcadenti,Antonio Conte,6,0,0 (0),0 (0),3,12,0,8,3,4,17,14,0,1,0,2,3,4,2,6,3,3,0,0,0,0,13,5.25,1.25
2011-12,37,INTER,MILAN,06/05/2012,GIUSEPPE MEAZZA - MILANO,20:45,NICOLA RIZZOLI,4,2,H,1,1,D,3,1,H,1,0,0,1,0,2,0,0,1,1,0,0,Andrea Stramaccioni,Massimiliano Allegri,4,5,2 (2),1 (1),15,14,10,6,5,8,10,18,0,0,0,1,2,3,10,4,4,3,0,0,0,0,3.75,3.6,1.91
2011-12,38,FIORENTINA,CAGLIARI,13/05/2012,ARTEMIO FRANCHI - FIRENZE,15:00,EMILIANO GALLIONE,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Vincenzo Guerini,Massimo Ficcadenti,6,0,0 (0),0 (0),3,12,0,6,3,6,15,9,0,0,1,1,6,0,2,12,1,2,0,0,0,0,2,3.3,3.75
2011-12,38,JUVENTUS,ATALANTA,13/05/2012,ALLIANZ STADIUM - TORINO,15:00,GABRIELE GAVA,3,1,H,2,0,H,1,1,D,1,1,0,0,0,1,0,0,0,0,0,1,Antonio Conte,Stefano Colantuono,1,4,1 (1),0 (0),10,6,7,2,3,4,11,7,0,1,3,0,5,1,4,4,0,0,0,0,0,0,1.3,5,10
2011-12,38,MILAN,NOVARA,13/05/2012,GIUSEPPE MEAZZA - MILANO,15:00,MASSIMILIANO VELOTTO,2,1,H,0,1,A,2,0,H,0,0,0,1,0,1,0,1,0,0,0,0,Massimiliano Allegri,Attilio Tesser,3,2,0 (0),0 (0),15,11,5,4,10,7,15,11,1,0,6,0,2,4,11,4,1,0,0,0,0,0,1.25,5.5,12
2011-12,38,CESENA,ROMA,13/05/2012,OROGEL STADIUM - CESENA,18:00,CARMINE RUSSO,2,3,A,1,2,A,1,1,D,1,0,0,0,0,1,0,1,1,1,0,0,Mario Beretta,Luis Enrique,5,4,0 (0),0 (0),11,18,5,8,6,10,11,6,0,0,2,7,0,3,4,12,1,0,0,0,0,0,4.5,3.75,1.73
2011-12,38,PARMA,BOLOGNA,13/05/2012,ENNIO TARDINI - PARMA,18:00,MAURIZIO CIAMPI,1,0,H,1,0,H,0,0,D,0,0,1,0,0,0,0,0,0,0,0,0,Roberto Donadoni,Stefano Pioli,1,6,0 (0),0 (0),12,6,7,1,5,5,13,15,0,0,1,0,2,8,10,6,2,2,0,0,0,0,1.91,3.4,4
2011-12,38,CATANIA,UDINESE,13/05/2012,ANGELO MASSIMINO - CATANIA,20:45,ANDREA DE MARCO,0,2,A,0,1,A,0,1,A,0,0,0,0,0,0,0,1,0,1,0,0,Vincenzo Montella,Francesco Guidolin,4,3,1 (0),0 (0),9,13,3,7,6,6,14,21,0,1,1,0,0,3,4,4,0,5,0,0,0,0,4,2.15,2.88
2011-12,38,CHIEVOVERONA,LECCE,13/05/2012,MARCANTONIO BENTEGODI - VERONA,20:45,LUCA BANTI,1,0,H,0,0,D,1,0,H,0,0,0,0,0,1,0,0,0,0,0,0,Domenico Di Carlo,Serse Cosmi,5,4,0 (0),0 (0),13,8,6,5,7,3,17,15,1,0,0,0,1,1,2,6,2,3,0,0,0,1,2.25,3.5,3
2011-12,38,GENOA,PALERMO,13/05/2012,LUIGI FERRARIS - GENOVA,20:45,PAOLO VALERI,2,0,H,0,0,D,2,0,H,0,0,0,1,1,0,0,0,0,0,0,0,Luigi De Canio,Bortolo Mutti,5,0,0 (0),0 (0),6,10,2,5,4,5,6,8,0,0,1,0,1,0,6,1,1,2,0,0,0,0,2,2.3,6
2011-12,38,LAZIO,INTER,13/05/2012,OLIMPICO - ROMA,20:45,ANTONIO DAMATO,3,1,H,0,1,A,3,0,H,0,0,0,1,1,1,0,0,1,0,0,0,Edoardo Reja,Andrea Stramaccioni,3,3,0 (0),1 (1),6,8,6,5,0,3,14,15,0,1,1,0,1,1,4,10,3,0,0,0,0,0,2.88,3.4,2.38
2011-12,38,NAPOLI,ROBUR SIENA,13/05/2012,SAN PAOLO - NAPOLI,20:45,DOMENICO CELI,2,1,H,2,1,H,0,0,D,1,0,1,0,0,0,1,0,0,0,0,0,Walter Mazzarri,Giuseppe Sannino,4,4,0 (0),0 (0),13,9,6,5,7,4,6,16,0,0,2,0,0,1,9,5,4,4,0,0,0,0,1.33,4.5,11
