Year,Matchday,Team_1,Team_2,Day,Stadium,Time,Referee,A_Referee_1,A_Referee_2,4_official,Add_Referee_1,Add_Referee_2,Gls_T1,Gls_T2,FR,Coach_T1,Coach_T2,Fmt_T1,Fmt_T2,Ptt,Ptr,Ptp,Ptt_T1,Pt_DH_T1,Pt_OH_T1,Ptt_T2,Pt_DH_T2,Pt_OH_T2,Pt_0_15_T1,Pt_16_30_T1,Pt_31_HT_T1,Pt_45_60_T1,Pt_61_75_T1,Pt_76_FT_T1,Pt_0_15_T2,Pt_16_30_T2,Pt_31_HT_T2,Pt_45_60_T2,Pt_61_75_T2,Pt_76_FT_T2,Atp_T1,Atp_T2,Atp_on_T1,Atp_on_T2,Atp_on_fk_T1,Atp_on_fk_T2,Atp_on_sp_T1,Atp_on_sp_T2,Atp_on_pb_T1,Atp_on_pb_T2,Atp_off_T1,Atp_off_T2,Atp_off_fk_T1,Atp_off_fk_T2,Atp_off_sp_T1,Atp_off_sp_T2,Svs_T1,Svs_T2,Scr_chc_T1,Scr_chc_T2,Ast_T1,Ast_T2,Off_T1,Off_T2,Crn_T1,Crn_T2,FlsC_T1,FlsC_T2,Lst_Bls_T1,Lst_Bls_T2,Rcv_Bls_T1,Rcv_Bls_T2,Fst_Brk_T1,Fst_Brk_T2,Lng_Bls_T1,Lng_Bls_T2,Prs_Act_T1,Prs_Act_T2,Wrg_Pss_T1,Wrg_Pss_T2,BuP_T1,BuP_T2,CntA_T1,CntA_T2,Pnt_T1,Pnt_T2,Dst_c_T1,Dst_j_T1,Dst_r_T1,Dst_s_T1,Dst_c_T2,Dst_j_T2,Dst_r_T2,Dst_s_T2,Avg_Spd_T1,Avg_Spd_T2,Atk_l_T1,Atk_c_T1,Atk_r_T1,Atk_l_T2,Atk_c_T2,Atk_r_T2,Crs_Cmp_NrCrn_l_T1,Crs_Cmp_NrCrn_r_T1,Crs_Cmp_FnlThr_l_T1,Crs_Cmp_FnlThr_r_T1,Crs_Cmp_BfrFnlThr_l_T1,Crs_Cmp_BfrFnlThr_r_T1,Crs_Cmp_NrCrn_l_T2,Crs_Cmp_NrCrn_r_T2,Crs_Cmp_FnlThr_l_T2,Crs_Cmp_FnlThr_r_T2,Crs_Cmp_BfrFnlThr_l_T2,Crs_Cmp_BfrFnlThr_r_T2,Rcv_Bls_Dfc_r_T1,Rcv_Bls_Dfc_l_T1,Rcv_Bls_Mdl_r_T1,Rcv_Bls_Mdl_l_T1,Rcv_Bls_Atk_r_T1,Rcv_Bls_Atk_l_T1,Rcv_Bls_Dfc_r_T2,Rcv_Bls_Dfc_l_T2,Rcv_Bls_Mdl_r_T2,Rcv_Bls_Mdl_l_T2,Rcv_Bls_Atk_r_T2,Rcv_Bls_Atk_l_T2,K_Ply_T1,K_Ply_Nbr_T1,K_Ply_T2,K_Ply_Nbr_T2,Odd_T1,Odd_D,Odd_T2
2016-2017,12,PALERMO,MILAN,06/11/2016,STADIUM RENZO BARBERA,15:00,PAOLO SILVIO  MAZZOLENI,GIANLUCA  VUOTO,VALENTINO  FIORITO,GIULIO  DOBOSZ,GIANLUCA  ROCCHI,DOMENICO CELI,1,2,A,ROBERTO DE ZERBI,VINCENZO MONTELLA,4-3-3,4-3-3,94'01,50'07,53%,26'28 (53%),15'24 (58%),11'04 (42%),23'39 (47%),15'14 (64%),8'25 (36%),3'36,4'32,5'05,4'55,3'10,5'10,4'10,2'28,4'18,4'24,4'21,3'58,15,11,11(1),6(2),1,1,0,0,6,3,0,0,2,0,0,1,4,6,7,9,2,3,2,3,6,5,23,13,39,30,28,32,12,7,19,19,13,27,33,29,21,18,0,2,0 (0),0 (0),106.883,25.855,74.096,6.932,103.148,26.973,69.447,6.728,6.9,6.6,10 (30%),11 (34%),12 (36%),11 (42%),9 (35%),6 (23%),1/2,2/2,0/3,2/3,0/2,1/2,0/0,2/2,2/3,1/1,0/2,1/1,8,3,9,8,0,0,10,7,4,8,2,1,ILIJA NESTOROVSKI,30,SUSO,8,5.5,3.75,1.67
2016-2017,12,SASSUOLO,ATALANTA,06/11/2016,STADIUM MAPEI STADIUM,15:00,FABIO  MARESCA,MAURO  VIVENZI,VALERIO  PEGORIN,MAURO  TONOLINI,PAOLO  TAGLIAVENTO,VALERIO MARINI,0,3,A,EUSEBIO DI FRANCESCO,GIAN PIERO GASPERINI,5-3-2,3-4-1-2,93'57,52'25,56%,29'21 (56%),18'38 (63%),10'43 (37%),23'04 (44%),10'42 (46%),12'22 (54%),4'25,3'52,5'06,4'00,6'45,5'13,5'23,4'24,1'57,4'42,2'56,3'41,13,12,7(0),10(3),0,0,0,0,5,6,0,0,0,0,0,0,7,5,5,8,5,3,0,1,3,7,8,19,47,43,22,38,1,3,15,11,3,8,26,34,17,15,1,1,0 (0),0 (0),109.153,26.66,73.619,8.874,105.099,28.363,68.549,8.187,7,6.8,3 (16%),9 (47%),7 (37%),6 (30%),7 (35%),7 (35%),0/0,2/2,2/4,4/4,0/1,0/1,2/3,2/2,2/5,1/4,0/0,0/0,6,5,4,7,0,0,8,4,13,10,0,3,MATTEO POLITANO,16,ALEJANDRO GOMEZ,10,2.5,3.2,3
2016-2017,12,FIORENTINA,SAMPDORIA,06/11/2016,STADIUM ARTEMIO FRANCHI,18:00,NICOLA  RIZZOLI,RICCARDO  DI FIORE,CLAUDIO  LA ROCCA,PASQUALE  DE MEO,MARCO  DI BELLO,DANIELE MINELLI,1,1,D,PAULO SOUSA,MARCO GIAMPAOLO,3-4-2-1,4-3-1-2,95'15,55'47,59%,28'17 (51%),15'07 (53%),13'10 (47%),27'30 (49%),18'14 (66%),9'16 (34%),5'31,4'49,3'21,3'42,4'12,6'42,3'28,4'13,6'31,4'49,4'18,4'10,16,15,5(1),6(1),0,0,0,0,3,3,0,0,0,0,0,1,5,4,17,15,3,6,6,3,11,2,17,12,36,27,18,17,6,4,7,7,2,5,36,32,33,26,3,1,0 (0),0 (0),111.903,28.346,75.078,8.479,110.977,28.472,72.554,9.951,6.9,6.8,8 (21%),24 (63%),6 (16%),7 (25%),18 (64%),3 (11%),1/1,0/0,5/9,7/10,0/0,0/0,0/2,0/0,2/5,1/3,0/0,0/0,3,4,6,5,0,0,2,3,7,4,1,0,BORJA VALERO,20,DENNIS PRAET,18,1.57,3.8,6.5
2016-2017,12,INTER,CROTONE,06/11/2016,STADIUM GIUSEPPE MEAZZA,18:00,MARCO  GUIDA,GIACOMO  PAGANESSI,OMAR  GAVA,FILIPPO  VALERIANI,GIANPAOLO  CALVARESE,DAVIDE GHERSINI,3,0,H,STEFANO VECCHI,DAVIDE NICOLA,4-3-3,4-3-3,95'34,54'07,57%,37'28 (69%),16'24 (44%),21'04 (56%),16'39 (31%),12'36 (76%),4'03 (24%),6'45,5'00,6'18,4'57,6'43,7'44,2'25,3'55,3'54,3'21,0'53,2'11,22,3,10(3),0(0),2,0,1,0,6,0,0,0,5,1,0,0,0,7,18,3,2,0,3,1,18,4,7,10,42,41,19,21,4,5,3,24,0,2,21,32,37,7,2,0,1 (1),0 (0),109.026,28.453,72.586,7.987,113.675,25.874,79.498,8.303,6.7,7.1,12 (26%),15 (33%),19 (41%),2 (29%),2 (28%),3 (43%),1/1,7/8,5/6,7/8,0/0,0/0,1/1,7/8,0/0,0/1,0/0,0/0,7,2,5,5,0,0,8,6,3,3,1,0,MAURO ICARDI,9,MARCELLO TROTTA,29,1.25,5.75,13
2016-2017,12,ROMA,BOLOGNA,06/11/2016,STADIUM OLIMPICO,20:45,PIERO  GIACOMELLI,FABIANO  PRETI,GIANMATTIA  TASSO,ALESSANDRO  COSTANZO,MICHAEL  FABBRI,DANIELE CHIFFI,3,0,H,LUCIANO SPALLETTI,ROBERTO DONADONI,4-2-3-1,4-3-3,93'55,53'39,57%,30'42 (57%),16'38 (54%),14'04 (46%),22'57 (43%),13'36 (59%),9'21 (41%),6'03,4'50,3'48,4'58,4'24,6'39,3'33,3'13,5'22,4'55,3'55,1'59,20,9,9(3),5(0),0,0,0,0,8,0,0,0,0,0,0,0,5,5,12,3,6,1,0,2,3,6,17,7,23,14,23,16,3,0,1,16,0,0,24,10,29,21,1,0,0 (0),0 (0),104.873,27.986,67.033,9.854,110.089,25.843,73.431,10.815,6.8,7.1,13 (43%),7 (24%),10 (33%),9 (47%),5 (27%),5 (26%),1/2,0/0,0/4,0/2,0/0,0/0,2/2,0/0,2/3,2/2,0/0,0/0,2,2,9,7,0,3,5,7,1,3,0,0,MOHAMED SALAH,11,LADISLAV KREJCI,11,1.25,6,12
2016-2017,13,CHIEVOVERONA,CAGLIARI,19/11/2016,STADIUM MARC'ANTONIO BENTEGODI,15:00,CLAUDIO  GAVILLUCCI,GIULIO  DOBOSZ,EMANUELE  PRENNA,ALESSIO  TOLFO,LUCA  PAIRETTO,ALEANDRO DI PAOLO,1,0,H,ROLANDO MARAN,MASSIMO RASTELLI,4-3-1-2,4-3-1-2,95'02,44'53,47%,23'17 (52%),9'14 (40%),14'03 (60%),21'36 (48%),13'39 (63%),7'57 (37%),4'53,4'03,3'40,5'19,2'01,3'20,2'58,3'15,4'33,3'09,3'18,4'23,10,8,2(1),2(0),0,0,0,1,1,0,0,0,2,1,0,1,2,1,4,3,4,1,4,1,5,9,15,18,34,42,25,26,4,2,23,29,0,4,28,29,19,17,1,1,0 (0),0 (0),105.441,28.018,69.168,8.255,107.603,27.148,71.627,8.828,6.8,6.9,2 (13%),7 (47%),6 (40%),2 (17%),5 (41%),5 (42%),1/1,1/3,3/3,2/3,0/0,0/0,0/0,1/3,0/0,3/5,0/0,0/0,7,9,5,3,0,1,6,6,6,7,1,0,MASSIMO GOBBI,18,DIEGO FARIAS,17,1.91,3.5,4.2
2016-2017,13,UDINESE,NAPOLI,19/11/2016,"STADIUM FRIULI DENOMINAZIONE COMMERCIALE ""DACIA ARENA""",18:00,LUCA  BANTI,ALBERTO  TEGONI,ALFONSO  MARRAZZO,SERGIO  RANGHETTI,NICOLA  RIZZOLI,GIANLUCA AURELIANO,1,2,A,LUIGI DELNERI,MAURIZIO SARRI,4-3-3,4-3-3,94'14,56'35,60%,22'38 (40%),12'35 (56%),10'03 (44%),33'57 (60%),20'28 (60%),13'29 (40%),5'18,3'11,3'37,2'27,5'45,2'20,5'20,6'06,6'16,4'31,5'02,6'42,5,8,3(1),5(2),0,1,1,0,3,2,0,0,0,1,0,0,2,2,5,7,1,1,1,2,4,7,7,7,22,31,22,30,8,5,39,19,7,4,23,34,14,19,0,0,0 (0),0 (0),113.559,27.76,77.299,8.5,113.528,27.444,75.565,10.519,7,7,6 (32%),9 (47%),4 (21%),1 (4%),18 (69%),7 (27%),0/0,1/1,2/4,3/4,2/2,3/3,0/0,1/1,0/1,1/5,0/0,2/3,6,8,4,3,1,0,8,13,2,7,0,0,STIPE PERICA,18,LORENZO INSIGNE,24,4.75,3.75,1.75
2016-2017,13,JUVENTUS,PESCARA,19/11/2016,STADIUM JUVENTUS STADIUM,20:45,MICHAEL  FABBRI,FABRIZIO  POSADO,PASQUALE  DE MEO,MAURO  VIVENZI,GIANPAOLO  CALVARESE,EUGENIO ABBATTISTA,3,0,H,MASSIMILIANO ALLEGRI,MASSIMO ODDO,3-5-2,3-5-2,93'00,55'45,60%,35'28 (64%),20'02 (56%),15'26 (44%),20'17 (36%),12'39 (62%),7'38 (38%),6'22,3'42,7'37,6'52,4'39,6'16,2'28,2'51,3'06,2'56,3'29,5'27,13,7,8(3),6(0),0,0,0,0,6,5,0,0,1,0,0,0,4,2,11,5,5,1,0,1,4,1,10,14,34,28,22,20,2,2,14,23,0,0,30,25,17,10,1,0,0 (0),0 (0),105.971,30.475,68.199,7.297,114.316,25.408,82.355,6.553,6.5,7,11 (31%),13 (36%),12 (33%),3 (21%),6 (43%),5 (36%),2/2,1/1,5/8,3/7,0/1,1/3,1/1,1/1,1/2,2/4,1/1,0/0,4,4,3,9,1,1,3,6,7,4,0,0,HERNANES,11,GIANLUCA CAPRARI,17,1.14,8,19
2016-2017,13,SAMPDORIA,SASSUOLO,20/11/2016,STADIUM LUIGI FERRARIS,12:30,DANIELE  DOVERI,MAURO  TONOLINI,ALESSANDRO  LO CICERO,STEFANO  ALASSIO,ANTONIO  DAMATO,FABRIZIO PASQUA,3,2,H,MARCO GIAMPAOLO,EUSEBIO DI FRANCESCO,4-3-1-2,4-3-3,95'14,45'05,47%,25'06 (56%),13'24 (53%),11'42 (47%),19'59 (44%),12'55 (65%),7'04 (35%),6'03,4'44,3'37,3'24,3'05,4'13,3'20,3'01,2'27,4'33,3'21,3'17,19,10,9(3),5(2),1,0,0,0,5,5,0,0,1,0,0,0,3,5,12,6,4,2,3,3,9,1,15,16,22,25,21,15,4,5,17,25,1,0,16,13,23,12,0,0,1 (1),0 (0),101.04,30.218,62.538,8.284,105.103,27.647,67.65,9.806,6.1,6.4,5 (20%),16 (64%),4 (16%),4 (27%),8 (53%),3 (20%),0/3,2/2,0/0,2/4,1/1,1/2,1/2,2/2,0/1,3/3,0/0,0/0,3,6,1,6,4,1,5,6,2,2,0,0,LUIS MURIEL,9,FEDERICO RICCI,27,2.05,3.4,3.75
2016-2017,13,ATALANTA,ROMA,20/11/2016,STADIUM ATLETI AZZURRI D'ITALIA,15:00,GIANLUCA  ROCCHI,RICCARDO  DI FIORE,GIORGIO  PERETTI,FILIPPO  MELI,MASSIMILIANO  IRRATI,ROSARIO ABISSO,2,1,H,GIAN PIERO GASPERINI,LUCIANO SPALLETTI,3-4-1-2,4-2-3-1,95'42,47'11,49%,28'02 (59%),12'27 (44%),15'35 (56%),19'09 (41%),13'55 (73%),5'14 (27%),4'02,4'22,4'17,4'18,4'04,6'59,4'23,3'48,3'53,2'34,2'14,2'16,17,10,10(2),6(1),2,1,0,0,6,6,0,0,0,2,0,0,4,7,7,8,2,5,3,2,10,6,10,16,23,24,23,19,4,2,16,12,5,2,17,24,32,24,3,1,1 (1),1 (1),104.058,26.828,68.313,8.917,105.792,27.245,69.676,8.871,6.9,6.9,12 (43%),5 (18%),11 (39%),6 (35%),3 (18%),8 (47%),0/0,3/4,5/7,2/3,0/0,0/1,2/3,3/4,2/4,2/4,0/0,0/0,3,4,7,8,1,0,4,6,6,2,1,0,FRANK KESSIE',19,DIEGO PEROTTI,8,4,3.5,1.95
2016-2017,13,BOLOGNA,PALERMO,20/11/2016,STADIUM RENATO DALL'ARA,15:00,CARMINE  RUSSO,MATTEO  PASSERI,LUCA  MONDIN,OMAR  GAVA,MAURIZIO  MARIANI,MARCO MAINARDI,3,1,H,ROBERTO DONADONI,ROBERTO DE ZERBI,4-3-3,4-1-4-1,96'59,57'10,59%,26'42 (47%),16'45 (63%),9'57 (37%),30'28 (53%),17'16 (57%),13'12 (43%),6'19,4'16,3'30,4'43,2'55,4'59,4'12,4'03,6'52,5'21,3'13,6'47,8,7,6(3),5(1),2,0,0,1,3,3,0,0,1,0,0,0,4,3,9,5,1,2,6,4,4,6,15,14,30,28,31,27,14,8,26,22,17,8,31,31,17,17,1,0,0 (0),0 (0),104.635,28.674,68.412,7.549,103.806,26.84,68.586,8.38,6.6,6.7,7 (28%),14 (56%),4 (16%),6 (29%),10 (47%),5 (24%),3/4,2/2,0/3,0/1,1/2,1/1,0/0,2/2,1/4,1/4,0/1,1/3,6,8,6,9,1,1,8,6,6,5,1,1,FEDERICO VIVIANI,6,ILIJA NESTOROVSKI,30,1.75,3.6,5
2016-2017,13,CROTONE,TORINO,20/11/2016,STADIUM EZIO SCIDA,15:00,DOMENICO  CELI,STEFANO  DEL GIOVANE,RODOLFO  DI VUOLO,CLAUDIO  LA ROCCA,FABIO  MARESCA,RICCARDO ROS,0,2,A,DAVIDE NICOLA,SINISA MIHAJLOVIC,4-3-3,4-3-3,93'07,53'09,57%,18'16 (34%),9'01 (49%),9'15 (51%),34'53 (66%),19'37 (56%),15'16 (44%),2'55,3'16,3'46,3'03,2'03,3'13,6'12,6'50,5'30,6'00,3'31,6'50,9,12,7(0),8(2),0,1,0,1,5,5,0,0,0,0,0,0,2,3,6,4,3,2,3,2,6,5,10,6,26,33,21,16,7,5,31,17,0,0,28,33,5,22,0,0,0 (0),0 (0),99.783,24.804,67.093,7.886,96.593,26.206,63.19,7.197,6.8,6.6,6 (22%),12 (45%),9 (33%),6 (17%),6 (16%),24 (67%),1/1,2/2,1/2,3/3,0/0,1/2,1/4,2/2,0/0,5/9,1/1,0/0,4,8,4,2,2,1,6,2,5,2,1,0,DIEGO FALCINELLI,11,ANDREA BELOTTI,9,5,3.75,1.73
2016-2017,13,EMPOLI,FIORENTINA,20/11/2016,STADIUM CARLO CASTELLANI,15:00,DAVIDE  MASSA,ALESSANDRO  GIALLATINI,ANDREA  MARZALONI,GIACOMO  PAGANESSI,PAOLO SILVIO  MAZZOLENI,DANIELE CHIFFI,0,4,A,GIOVANNI MARTUSCIELLO,PAULO SOUSA,4-3-1-2,4-2-3-1,90'06,58'47,65%,25'28 (43%),15'04 (59%),10'24 (41%),33'19 (57%),21'08 (63%),12'11 (37%),3'52,3'45,3'03,5'21,3'36,5'51,6'39,6'10,3'03,5'03,6'35,5'49,9,19,6(0),12(4),0,1,0,0,5,10,0,0,0,0,0,0,8,6,4,12,2,1,5,1,5,4,8,12,42,30,21,28,0,1,11,10,1,0,44,35,11,13,0,2,0 (0),1 (1),95.776,22.156,65.635,7.985,105.245,23.643,73.056,8.546,6.8,7.2,18 (62%),6 (21%),5 (17%),4 (16%),16 (64%),5 (20%),0/5,0/0,1/11,0/4,0/0,0/0,1/1,0/0,0/2,0/3,0/0,0/0,3,5,10,1,2,0,5,6,11,6,0,0,MASSIMO MACCARONE,7,FEDERICO BERNARDESCHI,10,3.9,3.4,2
2016-2017,13,LAZIO,GENOA,20/11/2016,STADIUM OLIMPICO,15:00,MARCO  DI BELLO,CIRO  CARBONE,FILIPPO  VALERIANI,VALENTINO  FIORITO,PIERO  GIACOMELLI,LUIGI NASCA,3,1,H,SIMONE INZAGHI,IVAN JURIC,4-3-3,3-4-3,95'10,47'48,50%,22'24 (47%),11'28 (51%),10'56 (49%),25'24 (53%),12'48 (50%),12'36 (50%),4'52,4'36,4'01,1'57,3'37,3'21,4'16,3'05,3'27,4'38,4'20,5'38,15,9,7(3),3(1),1,1,0,0,5,1,0,0,0,0,0,0,2,1,9,5,2,1,2,4,3,5,14,17,27,31,31,27,2,0,16,9,2,3,17,14,12,22,0,1,1 (1),0 (0),112.476,27.856,75.09,9.53,109.228,26.166,73.258,9.804,7,7,7 (35%),7 (35%),6 (30%),7 (33%),10 (48%),4 (19%),0/0,1/1,0/1,0/2,0/0,0/0,3/3,1/1,5/8,3/4,2/2,0/0,9,5,8,7,1,1,5,8,8,4,2,0,FELIPE ANDERSON,10,LUCAS OCAMPOS,11,1.7,3.8,5
2016-2017,13,MILAN,INTER,20/11/2016,STADIUM GIUSEPPE MEAZZA,20:45,PAOLO  TAGLIAVENTO,ELENITO  DI LIBERATORE,LORENZO  MANGANELLI,MARCO  BARBIRATI,DANIELE  ORSATO,PAOLO VALERI,2,2,D,VINCENZO MONTELLA,STEFANO PIOLI,4-3-3,4-2-3-1,94'08,44'28,47%,15'35 (35%),7'57 (51%),7'38 (49%),28'53 (65%),11'36 (40%),17'17 (60%),2'07,2'28,2'37,4'16,2'10,1'57,4'38,4'15,4'33,4'52,3'28,7'07,10,18,5(2),7(2),0,0,0,1,3,4,0,0,0,3,1,0,5,3,9,16,2,4,3,1,1,8,15,14,47,49,27,26,7,4,18,3,1,2,29,35,9,23,1,0,0 (0),0 (0),105.166,28.113,70.165,6.888,108.314,27.128,72.276,8.91,6.5,6.6,2 (13%),10 (67%),3 (20%),14 (40%),10 (29%),11 (31%),0/0,0/0,0/0,1/1,0/0,0/0,1/2,0/0,5/7,4/9,0/0,0/0,8,6,9,4,0,0,5,5,7,7,2,0,SUSO,8,ANTONIO CANDREVA,87,2.8,3.2,2.6
2016-2017,14,TORINO,CHIEVOVERONA,26/11/2016,STADIUM OLIMPICO GRANDE TORINO,18:00,DANIELE  CHIFFI,GIUSEPPE  DE PINTO,ALESSIO  TOLFO,STEFANO  ALASSIO,DAVIDE  MASSA,DANIELE MARTINELLI,2,1,H,SINISA MIHAJLOVIC,ROLANDO MARAN,4-3-3,4-3-2-1,94'05,53'13,57%,27'55 (52%),14'48 (53%),13'07 (47%),25'18 (48%),17'15 (68%),8'03 (32%),4'24,5'21,7'40,4'03,3'36,2'50,4'42,3'25,3'45,4'57,2'39,5'50,11,8,4(2),4(1),0,0,0,1,4,4,0,0,0,0,1,0,3,2,8,6,5,6,1,3,10,2,15,10,30,42,27,25,6,6,15,24,4,1,23,19,20,18,0,1,0 (0),0 (0),113.58,29.106,74.435,10.039,112.123,28.456,74.364,9.303,7,6.9,4 (27%),5 (33%),6 (40%),3 (23%),5 (39%),5 (38%),1/2,0/0,3/3,2/2,0/0,0/0,1/1,0/0,3/4,2/4,0/0,0/0,8,11,4,4,0,0,10,9,4,2,0,0,IAGO FALQUE,14,LUCAS CASTRO,19,1.73,3.6,5.25
2016-2017,14,EMPOLI,MILAN,26/11/2016,STADIUM CARLO CASTELLANI,20:45,GIANPAOLO  CALVARESE,FABRIZIO  POSADO,SERGIO  RANGHETTI,FABIANO  PRETI,LUCA  BANTI,EUGENIO ABBATTISTA,1,4,A,GIOVANNI MARTUSCIELLO,VINCENZO MONTELLA,4-3-1-2,4-3-3,93'15,59'49,64%,22'53 (38%),14'16 (62%),8'37 (38%),36'56 (62%),26'18 (71%),10'38 (29%),3'41,3'30,4'28,4'17,2'49,4'08,4'49,5'43,5'19,7'01,5'38,8'26,12,9,6(1),6(3),0,1,0,1,4,4,0,0,0,0,0,0,3,3,12,8,2,3,1,5,2,6,9,13,22,31,32,33,10,7,21,18,31,12,25,22,16,16,2,1,0 (0),0 (0),112.821,24.938,77.29,10.593,110.984,25.1,76.698,9.186,7,7.1,6 (21%),19 (68%),3 (11%),7 (26%),15 (55%),5 (19%),0/1,2/2,4/5,1/1,0/5,0/0,0/1,2/2,2/2,1/4,1/1,1/2,7,7,9,4,4,1,11,10,6,4,1,1,MASSIMO MACCARONE,7,GIANLUCA LAPADULA,9,3.8,3.3,2.05
2016-2017,14,PALERMO,LAZIO,27/11/2016,STADIUM RENZO BARBERA,12:30,MARCO  GUIDA,CLAUDIO  LA ROCCA,GIANMATTIA  TASSO,ALBERTO  TEGONI,PAOLO  TAGLIAVENTO,JUAN LUCA SACCHI,0,1,A,ROBERTO DE ZERBI,SIMONE INZAGHI,3-5-1-1,4-3-3,94'30,50'32,53%,22'48 (45%),11'39 (51%),11'09 (49%),27'44 (55%),15'07 (55%),12'37 (45%),3'18,2'30,3'47,4'15,4'54,4'04,5'33,4'24,4'26,5'01,4'16,4'04,9,13,4(0),7(1),0,0,0,0,2,6,0,0,2,1,0,1,5,4,5,11,0,3,3,1,4,5,14,17,21,24,23,18,2,6,21,18,1,0,19,13,17,26,0,0,0 (0),0 (0),105.611,27.242,70.899,7.47,104.503,28.432,68.438,7.633,6.7,6.7,8 (42%),9 (47%),2 (11%),4 (18%),12 (55%),6 (27%),2/2,3/3,3/5,0/1,0/1,0/1,0/0,3/3,0/1,2/3,0/0,0/1,6,5,5,3,4,0,3,6,4,2,3,0,HAITAM ALEESAMI,19,SERGEJ MILINKOVIC-SAVIC,21,5.5,4,1.62
2016-2017,14,BOLOGNA,ATALANTA,27/11/2016,STADIUM RENATO DALL'ARA,15:00,MAURIZIO  MARIANI,VALENTINO  FIORITO,ENRICO  CALIARI,STEFANO  LIBERTI,DANIELE  ORSATO,FEDERICO LA PENNA,0,2,A,ROBERTO DONADONI,GIAN PIERO GASPERINI,4-3-3,3-4-1-2,94'59,48'29,51%,25'33 (53%),11'05 (43%),14'28 (57%),22'56 (47%),13'59 (61%),8'57 (39%),2'39,4'30,5'23,4'31,3'21,5'08,4'17,4'38,3'35,2'53,3'35,3'58,6,13,3(0),3(2),1,0,0,1,1,2,0,0,1,0,0,0,1,2,4,9,1,4,0,2,6,9,13,11,44,44,23,25,5,6,24,21,1,0,26,21,20,14,0,2,0 (0),0 (0),108.305,28.353,71.39,8.562,105.58,28.112,68.767,8.701,6.8,6.8,8 (36%),9 (41%),5 (23%),7 (26%),11 (41%),9 (33%),2/2,1/1,3/3,2/3,0/0,0/0,2/3,1/1,4/4,1/3,0/0,0/0,6,2,7,5,2,1,1,9,10,3,1,1,BLERIM DZEMAILI,31,ALEJANDRO GOMEZ,10,3,3.2,2.5
2016-2017,14,CAGLIARI,UDINESE,27/11/2016,STADIUM SANT'ELIA,15:00,LUCA  PAIRETTO,MAURO  VIVENZI,OMAR  GAVA,GIORGIO  SCHENONE,PIERO  GIACOMELLI,DAVIDE GHERSINI,2,1,H,MASSIMO RASTELLI,LUIGI DELNERI,4-3-1-2,4-3-3,95'07,44'40,47%,23'48 (53%),16'48 (71%),7'00 (29%),20'52 (47%),12'50 (62%),8'02 (38%),4'13,3'44,4'24,2'57,2'38,5'52,2'14,3'23,3'31,3'51,3'15,4'38,6,14,3(2),8(1),1,0,0,0,3,5,0,0,0,2,0,0,4,1,5,6,4,1,3,0,3,4,15,17,41,33,34,26,0,2,15,6,1,0,37,37,10,16,0,0,1 (1),0 (0),101.846,26.585,66.953,8.308,100.176,27.568,63.863,8.745,6.7,6.6,5 (42%),4 (33%),3 (25%),11 (33%),11 (34%),11 (33%),0/1,0/0,1/3,0/2,0/0,0/0,0/1,0/0,2/10,2/7,0/0,0/0,11,10,7,4,1,1,12,6,6,2,0,0,DIEGO FARIAS,17,SEKO FOFANA,6,2.38,3.4,3
2016-2017,14,CROTONE,SAMPDORIA,27/11/2016,STADIUM EZIO SCIDA,15:00,FABIO  MARESCA,ALESSANDRO  COSTANZO,DAMIANO  DI IORIO,CIRO  CARBONE,CLAUDIO  GAVILLUCCI,MARCO PICCININI,1,1,D,DAVIDE NICOLA,MARCO GIAMPAOLO,4-3-3,4-3-1-2,96'06,45'34,47%,17'10 (38%),8'51 (52%),8'19 (48%),28'24 (62%),17'24 (61%),11'00 (39%),3'13,2'53,2'35,2'50,1'07,4'32,4'43,6'05,2'39,4'18,5'13,5'26,8,10,4(1),6(1),0,1,0,0,3,5,0,0,0,0,0,0,4,3,4,5,3,1,5,2,2,6,18,15,15,23,20,16,0,0,22,10,0,0,13,20,24,28,0,0,0 (0),0 (0),100.526,27.111,66.976,6.439,97.701,29.064,62.194,6.443,6.4,6.2,12 (60%),5 (25%),3 (15%),5 (28%),6 (33%),7 (39%),1/1,1/2,2/5,2/2,0/0,0/0,1/2,1/2,0/1,0/3,0/0,0/0,2,2,5,10,1,0,2,3,5,6,0,0,DIEGO FALCINELLI,11,BRUNO FERNANDES,10,3.3,3.4,2.2
