Year,Matchday,Team_1,Team_2,Day,Stadium,Time,Referee,A_Referee_1,A_Referee_2,4_official,VAR_official,AVAR_official,Gls_T1,Gls_T2,FR,Coach_T1,Coach_T2,Fmt_T1,Fmt_T2,Ptt,Ptr,Pt_1st_hf,Pt_2nd_hf,Ptp,Ptt_T1,Pt_DH_T1,Pt_OH_T1,Ptt_T2,Pt_DH_T2,Pt_OH_T2,Pt_0_15_T1,Pt_16_30_T1,Pt_31_HT_T1,Pt_45_60_T1,Pt_61_75_T1,Pt_76_FT_T1,Pt_0_15_T2,Pt_16_30_T2,Pt_31_HT_T2,Pt_45_60_T2,Pt_61_75_T2,Pt_76_FT_T2,Atp_T1,Atp_T2,Atp_on_T1,Atp_on_T2,Atp_on_sp_T1,Atp_on_sp_T2,Atp_on_fk_T1,Atp_on_fk_T2,Atp_on_pb_T1,Atp_on_pb_T2,Post_T1,Post_T2,Atp_off_T1,Atp_off_T2,Svs_T1,Svs_T2,Blck_shts_T1,Blck_shts_T2,Scr_chc_T1,Scr_chc_T2,Ast_T1,Ast_T2,Off_T1,Off_T2,Drbbl_T1,Drbbl_T2,Crn_T1,Crn_T2,FlsC_T1,FlsC_T2,Pss_Cmpl_T1,Pss_Cmpl_T2,Pss_Cmpl_Perc_T1,Pss_Cmpl_Perc_T2,Pss_Fnl_Thr_T1,Pss_Fnl_Thr_T2,Frwd_Pss_T1,Frwd_Pss_T2,Crs_Suc_Atp_T1,Crs_Suc_Atp_T2,Lng_Pss_T1,Lng_Pss_T2,Key_Pss_T1,Key_Pss_T2,Rcv_Bls_T1,Rcv_Bls_T2,Pnt_T1,Pnt_T2,Dst_c_T1,Dst_j_T1,Dst_r_T1,Dst_s_T1,Dst_c_T2,Dst_j_T2,Dst_r_T2,Dst_s_T2,Avg_Spd_T1,Avg_Spd_T2,Atk_l_T1,Atk_c_T1,Atk_r_T1,Atk_l_T2,Atk_c_T2,Atk_r_T2,Blls_Plyd_T1,Blls_Plyd_Def_T1,Blls_Plyd_Mid_T1,Blls_Plyd_Atk_T1,Blls_Plyd_T2,Blls_Plyd_Def_T2,Blls_Plyd_Mid_T2,Blls_Plyd_Atk_T2,Tch_Def_Top_Left_T1,Tch_Def_Top_Ctr_Left_T1,Tch_Def_Top_Ctr_Right_T1,Tch_Def_Top_Right_T1,Tch_Def_Btm_Left_T1,Tch_Def_Btm_Ctr_Left_T1,Tch_Def_Btm_Ctr_Right_T1,Tch_Def_Btm_Right_T1,Tch_Mid_Top_Left_T1,Tch_Mid_Top_Ctr_Left_T1,Tch_Mid_Top_Ctr_Right_T1,Tch_Mid_Top_Right_T1,Tch_Mid_Btm_Left_T1,Tch_Mid_Btm_Ctr_Left_T1,Tch_Mid_Btm_Ctr_Right_T1,Tch_Mid_Btm_Right_T1,Tch_Atk_Top_Left_T1,Tch_Atk_Top_Ctr_Left_T1,Tch_Atk_Top_Ctr_Right_T1,Tch_Atk_Top_Right_T1,Tch_Atk_Btm_Left_T1,Tch_Atk_Btm_Ctr_Left_T1,Tch_Atk_Btm_Ctr_Right_T1,Tch_Atk_Btm_Right_T1,Tch_Def_Top_Left_T2,Tch_Def_Top_Ctr_Left_T2,Tch_Def_Top_Ctr_Right_T2,Tch_Def_Top_Right_T2,Tch_Def_Btm_Left_T2,Tch_Def_Btm_Ctr_Left_T2,Tch_Def_Btm_Ctr_Right_T2,Tch_Def_Btm_Right_T2,Tch_Mid_Top_Left_T2,Tch_Mid_Top_Ctr_Left_T2,Tch_Mid_Top_Ctr_Right_T2,Tch_Mid_Top_Right_T2,Tch_Mid_Btm_Left_T2,Tch_Mid_Btm_Ctr_Left_T2,Tch_Mid_Btm_Ctr_Right_T2,Tch_Mid_Btm_Right_T2,Tch_Atk_Top_Left_T2,Tch_Atk_Top_Ctr_Left_T2,Tch_Atk_Top_Ctr_Right_T2,Tch_Atk_Top_Right_T2,Tch_Atk_Btm_Left_T2,Tch_Atk_Btm_Ctr_Left_T2,Tch_Atk_Btm_Ctr_Right_T2,Tch_Atk_Btm_Right_T2,K_Ply_T1,K_Ply_Nbr_T1,K_Ply_T2,K_Ply_Nbr_T2,Odd_T1,Odd_D,Odd_T2
2021-2022,9,FIORENTINA,CAGLIARI,24/10/2021,ARTEMIO FRANCHI STADIUM,15:00,ANTONIO  RAPUANO,GIOVANNI  BACCINI,DANIELE  MARCHI,GIANPIERO  MIELE,LUCA  BANTI,PASQUALE DE MEO,3,0,H,VINCENZO ITALIANO,WALTER MAZZARRI,4-3-3,3-5-2,95'05,51'20,24'44,26'36,54%,33'21 (65%),21'12 (64%),12'09 (36%),17'59 (35%),12'52 (72%),5'07 (28%),5'42,4'51,6'02,5'17,5'58,5'31,2'32,2'12,3'25,2'40,2'49,4'21,21,3,5(3),1(0),1,0,2,0,2,0,1,0,11,2,1,2,5,0,8,0,1,0,1,4,5,5,4,1,11,15,540,252,89%,75%,63,32,199,104,4/11,1/2,36,25,4,0,29,41,1 (1),0 (0),109.734,27.445,73.218,9.071,109.011,26.264,74.329,8.418,6.9,6.7,12 (38%),11 (34%),9 (28%),9 (43%),4 (19%),8 (38%),810,287,396,127,527,196,272,59,4,34,49,10,26,60,55,49,28,72,73,37,32,52,51,51,12,21,16,28,5,21,19,5,2,39,34,7,22,50,27,15,24,53,42,16,36,33,42,26,16,9,7,10,2,3,9,3,RICCARDO SAPONARA,8,NAHITAN NANDEZ,18,1.65,4,5.25
2021-2022,9,HELLAS VERONA,LAZIO,24/10/2021,MARCANTONIO BENTEGODI STADIUM,15:00,MARCO  PICCININI,ALESSIO  TOLFO,ANTONIO  VONO,NICCOLO'  BARONI,LUCA  PAIRETTO,DARIO CECCONI,4,1,H,IGOR TUDOR,MAURIZIO SARRI,3-4-2-1,4-3-3,96'11,51'07,24'49,26'18,53%,25'02 (49%),14'41 (59%),10'21 (41%),26'05 (51%),17'42 (68%),8'23 (32%),2'54,4'20,4'28,3'26,2'06,7'48,4'36,4'02,4'29,4'53,4'49,3'16,16,9,7(4),4(1),1,1,0,0,6,3,0,1,8,3,3,3,1,2,12,7,4,1,8,0,10,9,3,4,12,15,394,405,81%,80%,68,53,168,183,4/6,1/9,21,26,8,4,41,38,0 (0),0 (0),115.355,25.601,79.563,10.191,113.424,23.895,76.68,12.849,7.2,7.2,15 (47%),7 (22%),10 (31%),7 (23%),10 (34%),13 (43%),748,252,366,130,738,228,393,117,5,29,39,14,19,54,51,41,26,53,70,57,36,34,51,39,10,9,16,33,11,17,20,14,17,48,41,6,21,36,31,28,56,37,46,40,70,60,52,32,31,18,19,16,13,7,9,4,GIOVANNI SIMEONE,99,CIRO IMMOBILE,17,3.1,3.6,2.2
2021-2022,9,ROMA,NAPOLI,24/10/2021,OLIMPICO STADIUM,18:00,DAVIDE  MASSA,MAURO  VIVENZI,DAVIDE  IMPERIALE,MASSIMILIANO  IRRATI,MARCO  DI BELLO,FILIPPO VALERIANI,0,0,D,JOSE' MOURINHO,LUCIANO SPALLETTI,4-2-3-1,4-3-3,100'13,49'40,25'22,24'18,50%,18'51 (38%),11'35 (61%),7'16 (39%),30'49 (62%),18'40 (61%),12'09 (39%),4'50,2'46,3'26,2'06,2'08,3'35,4'34,3'25,6'21,6'30,4'08,5'51,13,11,1(0),3(0),0,0,0,0,0,1,0,1,6,4,2,1,6,4,3,3,0,0,0,6,18,14,7,3,14,10,251,466,80%,87%,48,97,93,207,5/10,6/14,23,30,3,3,49,33,0 (0),0 (0),105.46,28.939,67.166,9.355,106.678,29.12,67.184,10.374,6.3,6.4,8 (25%),8 (25%),16 (50%),10 (30%),11 (34%),12 (36%),572,248,204,120,771,233,362,176,3,30,53,9,23,58,43,29,53,31,24,14,30,15,14,23,32,16,21,10,18,10,7,6,3,26,40,13,9,50,56,36,42,60,59,37,26,37,66,35,27,21,37,28,33,17,9,4,NICOLO' ZANIOLO,22,FABIAN RUIZ,8,2.87,3.5,2.4
2021-2022,9,INTER,JUVENTUS,24/10/2021,GIUSEPPE MEAZZA STADIUM,20:45,MAURIZIO  MARIANI,FILIPPO  MELI,GIORGIO  PERETTI,GIOVANNI  AYROLDI,MARCO  GUIDA,MATTEO PASSERI,1,1,D,SIMONE INZAGHI,MASSIMILIANO ALLEGRI,3-5-2,4-4-2,98'45,49'02,23'25,25'37,50%,24'01 (49%),14'15 (59%),9'46 (41%),25'01 (51%),13'11 (53%),11'50 (47%),4'44,4'30,3'22,6'05,2'14,3'06,3'14,3'22,4'13,2'31,5'33,6'08,10,16,2(1),4(1),0,2,0,2,1,2,1,0,5,7,3,1,3,5,2,3,0,0,1,3,4,8,5,2,14,15,377,423,81%,85%,52,89,153,203,3/10,2/7,43,16,1,0,42,46,0 (0),1 (1),113.205,29.117,75.534,8.554,113.377,29.297,74.574,9.506,6.6,6.6,8 (33%),11 (46%),5 (21%),5 (19%),13 (50%),8 (31%),695,232,333,130,740,259,337,144,8,37,52,8,25,33,46,23,34,57,55,37,33,24,43,50,16,21,12,26,17,10,13,15,9,26,52,11,44,55,39,23,46,44,37,24,40,50,71,25,28,28,31,22,6,11,12,6,EDIN DZEKO,9,PAULO DYBALA,10,2.05,3.6,3.4
2021-2022,10,SPEZIA,GENOA,26/10/2021,ALBERTO PICCO STADIUM,18:30,SIMONE  SOZZA,FRANCESCO  FIORE,FABIO  SCHIRRU,MANUEL  VOLPI,LUCA  BANTI,RODOLFO DI VUOLO,1,1,D,THIAGO  MOTTA,DAVIDE BALLARDINI,4-2-3-1,4-2-3-1,94'38,50'28,27'11,23'17,53%,23'42 (47%),13'20 (56%),10'22 (44%),26'46 (53%),17'01 (64%),9'45 (36%),3'51,3'35,5'35,4'07,3'48,2'46,4'00,5'38,4'32,3'43,3'41,5'12,13,9,3(0),2(1),0,0,0,1,2,1,2,0,7,3,1,3,3,4,8,4,0,0,2,2,8,10,3,3,12,16,293,338,72%,74%,70,58,147,158,4/7,4/10,35,31,7,1,59,52,0 (0),1 (1),105.701,24.36,72.394,8.947,103.456,25.527,69.209,8.72,7,6.9,12 (40%),7 (23%),11 (37%),11 (48%),7 (30%),5 (22%),720,242,322,156,749,249,361,139,7,33,36,5,32,61,42,26,31,56,59,30,31,41,40,34,17,22,29,31,18,12,11,16,10,20,40,6,43,55,38,37,28,54,62,46,29,40,54,48,24,15,33,30,7,6,17,7,EBRIMA COLLEY,19,DOMENICO CRISCITO,4,2.3,3.5,3
2021-2022,10,VENEZIA,SALERNITANA,26/10/2021,PIER LUIGI PENZO STADIUM,18:30,MARCO  DI BELLO,EDOARDO  RASPOLLINI,DAVIDE  MIELE,MATTEO  GARIGLIO,GIANLUCA  MANGANIELLO,MAURO VIVENZI,1,2,A,PAOLO ZANETTI,STEFANO COLANTUONO,4-3-3,4-3-1-2,98'05,47'05,27'41,19'24,48%,21'10 (45%),12'53 (61%),8'17 (39%),25'55 (55%),15'13 (59%),10'42 (41%),4'03,5'38,5'43,2'51,1'33,1'22,3'32,3'19,5'26,4'42,2'03,6'53,8,21,4(1),7(2),0,1,0,0,2,5,0,0,3,7,5,3,1,7,5,9,1,2,0,0,2,4,4,5,17,13,318,396,82%,83%,61,102,121,192,5/16,6/14,31,22,2,11,44,30,0 (0),0 (0),106.156,24.227,71.027,10.902,108.978,24.335,73.053,11.59,7.2,7.2,20 (42%),10 (20%),18 (38%),24 (55%),6 (13%),14 (32%),627,286,204,137,705,227,282,196,21,29,54,5,47,34,60,36,30,31,43,17,23,18,19,23,27,16,17,30,22,8,10,7,1,16,47,15,24,34,55,35,27,44,49,39,30,23,24,46,24,25,42,39,16,12,28,10,MATTIA ARAMU,10,ANDREA SCHIAVONE,8,1.95,3.4,4
2021-2022,10,MILAN,TORINO,26/10/2021,GIUSEPPE MEAZZA STADIUM,20:45,GIANLUCA  AURELIANO,VALERIO  COLAROSSI,GIACOMO  PAGANESSI,LUCA  ZUFFERLI,DAVIDE  MASSA,ANTONIO GIUA,1,0,H,STEFANO PIOLI,IVAN JURIC,4-2-3-1,3-4-2-1,95'03,50'49,24'53,25'56,53%,22'21 (44%),13'27 (60%),8'54 (40%),28'28 (56%),11'26 (40%),17'02 (60%),3'24,3'17,4'56,3'02,2'52,4'50,3'56,6'40,2'40,6'22,3'03,5'47,10,12,2(1),2(0),1,0,0,0,1,2,0,1,6,3,2,1,2,7,7,4,1,0,0,1,14,10,2,5,14,21,294,382,77%,80%,65,133,151,266,5/10,4/13,32,29,3,8,53,47,0 (0),0 (0),109.708,29.038,71.013,9.657,107.926,29.565,69.945,8.416,6.7,6.5,10 (34%),9 (32%),10 (34%),9 (29%),9 (29%),13 (42%),657,240,309,108,761,156,388,217,6,19,49,16,25,35,48,42,43,47,35,40,41,28,36,39,23,33,16,15,6,5,7,3,3,27,22,1,20,24,36,23,36,48,49,29,43,48,67,68,59,25,44,34,17,12,16,10,OLIVIER GIROUD,9,TOMMASO POBEGA,4,1.6,4,5.5
2021-2022,10,JUVENTUS,SASSUOLO,27/10/2021,ALLIANZ STADIUM STADIUM,18:30,JUAN LUCA  SACCHI,MATTEO  BOTTEGONI,MARCELLO  ROSSI,MATTEO  MARCENARO,DAVIDE  GHERSINI,ANTONIO GIUA,1,2,A,MASSIMILIANO ALLEGRI,ALESSIO DIONISI,4-4-2,4-2-3-1,96'41,52'48,26'22,26'26,55%,29'33 (56%),12'47 (43%),16'46 (57%),23'15 (44%),12'49 (55%),10'26 (45%),3'08,6'09,5'20,6'07,3'48,5'01,3'34,4'17,3'54,4'31,2'32,4'27,14,8,3(1),4(2),1,0,0,0,3,2,1,0,8,2,2,1,3,2,5,6,1,2,8,0,13,13,4,4,21,15,443,334,88%,84%,110,53,227,152,2/13,2/8,26,29,8,4,25,33,0 (0),0 (0),106.834,28.67,69.107,9.057,106.704,28.188,70.661,7.855,6.3,6.4,11 (37%),5 (16%),14 (47%),5 (21%),7 (29%),12 (50%),715,172,365,178,597,219,280,98,7,23,31,2,12,46,39,12,21,59,75,33,45,44,53,35,26,33,29,26,14,21,16,13,10,44,47,14,15,26,51,12,39,48,28,28,39,34,41,23,25,26,21,7,5,5,4,5,WESTON MCKENNIE,14,MAXIME LOPEZ,8,1.44,4.75,6.5
2021-2022,10,SAMPDORIA,ATALANTA,27/10/2021,LUIGI FERRARIS STADIUM,18:30,ALESSANDRO  PRONTERA,STEFANO  ALASSIO,ALESSIO  SACCENTI,DANIELE  MINELLI,MICHAEL  FABBRI,DARIO CECCONI,1,3,A,ROBERTO D'AVERSA,GIAN PIERO GASPERINI,4-3-3,3-4-2-1,96'21,52'25,26'01,26'24,54%,20'57 (40%),14'50 (71%),6'07 (29%),31'28 (60%),15'26 (49%),16'02 (51%),2'58,2'40,3'50,3'33,3'04,4'52,4'19,6'37,5'37,5'26,5'28,4'01,8,13,3(1),4(2),0,0,0,0,2,4,0,0,4,7,2,2,1,2,6,9,1,1,6,1,4,9,3,3,15,19,270,462,69%,81%,51,145,96,282,1/5,6/12,42,34,4,6,52,48,0 (0),0 (0),112.332,28.215,75.274,8.843,111.4,28.537,74.732,8.131,6.8,6.8,9 (22%),18 (44%),14 (34%),19 (39%),16 (32%),14 (29%),616,231,301,84,835,201,421,213,7,33,43,2,25,48,49,24,46,39,62,39,17,49,29,20,13,25,8,9,8,8,9,4,8,21,34,6,26,35,44,27,48,48,77,55,42,49,51,51,39,49,30,39,9,21,13,13,FRANCESCO CAPUTO,10,DUVAN ZAPATA,91,4.33,4.2,1.72
2021-2022,10,UDINESE,HELLAS VERONA,27/10/2021,DACIA ARENA - STADIO FRIULI STADIUM,18:30,MATTEO  MARCHETTI,ALESSANDRO  GIALLATINI,FRANCESCA  DI MONTE,ALBERTO  SANTORO,DANIELE  DOVERI,DAMIANO DI IORIO,1,1,D,LUCA GOTTI,IGOR TUDOR,3-5-2,3-4-1-2,96'41,43'41,24'42,18'59,45%,14'24 (33%),8'21 (58%),6'03 (42%),29'17 (67%),21'38 (74%),7'39 (26%),1'56,3'17,2'29,2'28,1'44,2'30,5'57,4'24,6'39,4'11,6'10,1'56,16,5,5(1),2(1),2,0,0,1,4,2,1,0,5,1,1,4,6,2,6,4,0,0,1,1,9,3,7,4,13,12,169,463,66%,84%,41,61,86,187,5/8,1/7,26,25,7,1,44,43,0 (0),1 (1),105.904,28.18,69.469,8.255,108.384,27.834,71.618,8.932,6.5,6.6,6 (22%),9 (34%),12 (44%),11 (41%),9 (33%),7 (26%),497,176,207,114,800,242,449,109,13,23,25,7,20,39,27,22,21,25,27,26,21,19,43,25,16,12,23,27,8,10,13,5,10,34,35,8,31,53,45,26,59,81,75,55,50,43,48,38,15,14,23,21,12,5,8,11,ISAAC SUCCESS,7,ANTONIN BARAK,7,2.4,3.4,2.9
2021-2022,10,CAGLIARI,ROMA,27/10/2021,UNIPOL DOMUS STADIUM,20:45,IVANO  PEZZUTO,SERGIO  RANGHETTI,DOMENICO  PALERMO,NICCOLO'  BARONI,PIERO  GIACOMELLI,STEFANO LIBERTI,1,2,A,WALTER MAZZARRI,JOSE' MOURINHO,3-5-2,4-2-3-1,98'29,45'43,25'13,20'30,46%,18'44 (41%),12'47 (68%),5'57 (32%),26'59 (59%),14'05 (52%),12'54 (48%),3'18,2'44,2'57,3'23,1'39,4'43,5'47,5'37,4'50,3'27,4'31,2'47,7,22,5(1),3(2),1,1,0,1,4,2,1,1,2,13,1,4,0,6,5,11,0,1,1,0,5,7,2,10,16,16,231,374,75%,85%,44,83,103,225,6/11,12/21,22,27,4,10,45,43,0 (0),0 (0),106.666,25.68,71.992,8.994,99.398,24.698,66.313,8.387,6.7,6.6,5 (24%),10 (47%),6 (29%),2 (7%),17 (61%),9 (32%),522,225,207,90,687,170,346,171,6,49,39,14,27,39,32,19,23,22,38,23,28,23,32,18,29,11,10,12,8,8,7,5,7,28,23,14,13,26,37,22,18,45,57,32,31,58,67,38,18,28,28,23,28,24,19,3,LEONARDO PAVOLETTI,30,LORENZO PELLEGRINI,7,5,4.2,1.61
2021-2022,10,EMPOLI,INTER,27/10/2021,CARLO CASTELLANI STADIUM,20:45,DANIELE  CHIFFI,FILIPPO  VALERIANI,VITO  MASTRODONATO,ANTONIO  DI MARTINO,PAOLO  VALERI,MAURO GALETTO,0,2,A,AURELIO ANDREAZZOLI,SIMONE INZAGHI,4-3-1-2,3-5-2,94'17,60'14,30'25,29'49,64%,18'39 (31%),14'26 (77%),4'13 (23%),41'35 (69%),23'42 (57%),17'53 (43%),4'25,2'30,3'12,2'58,2'05,3'29,6'12,6'10,7'56,6'06,7'31,7'40,9,21,3(0),9(2),2,2,0,0,1,7,0,1,5,7,7,2,1,5,3,12,0,2,0,3,6,6,5,6,20,15,211,579,78%,89%,34,156,82,297,3/7,14/20,21,42,5,12,35,38,0 (0),0 (0),110.264,23.043,75.635,11.586,111.485,24.644,75.275,11.566,7.2,7.1,10 (50%),3 (15%),7 (35%),6 (15%),14 (35%),20 (50%),485,228,175,82,872,254,368,250,14,46,41,10,37,40,23,17,23,27,25,25,14,17,16,28,16,17,6,10,7,12,7,7,7,34,47,7,29,34,66,30,32,36,63,36,51,50,44,56,40,44,36,49,29,16,22,14,ANDREA PINAMONTI,99,FEDERICO DIMARCO,32,5.75,4.75,1.5
2021-2022,10,LAZIO,FIORENTINA,27/10/2021,OLIMPICO STADIUM,20:45,GIOVANNI  AYROLDI,SALVATORE  LONGO,MICHELE  LOMBARDI,ANTONIO  RAPUANO,MARCO  GUIDA,ALBERTO TEGONI,1,0,H,MAURIZIO SARRI,VINCENZO ITALIANO,4-3-3,4-3-3,94'28,57'40,30'02,27'38,61%,28'14 (49%),20'02 (71%),8'12 (29%),29'26 (51%),17'35 (60%),11'51 (40%),6'38,3'10,6'12,4'26,2'49,4'59,5'33,5'15,3'14,4'58,5'39,4'47,5,9,2(1),1(0),0,1,0,0,1,1,0,0,3,4,1,1,0,4,3,2,1,0,5,1,8,11,3,6,16,11,458,449,88%,85%,53,90,152,204,1/8,7/14,22,55,3,6,34,27,0 (0),0 (0),116.059,23.062,82.008,10.989,110.13,26.079,74.917,9.134,7.2,6.9,8 (25%),9 (28%),15 (47%),13 (39%),9 (28%),11 (33%),729,283,350,96,704,237,319,148,9,60,46,10,37,39,38,44,56,53,49,40,40,52,32,28,30,14,11,13,5,10,9,4,2,27,44,9,21,45,48,41,30,45,65,38,32,25,44,40,29,17,24,22,19,15,9,13,PEDRO,9,DUSAN VLAHOVIC,9,1.95,3.6,3.75
2021-2022,10,NAPOLI,BOLOGNA,28/10/2021,Diego Armando MARADONA STADIUM,20:45,MARCO  SERRA,PASQUALE  DE MEO,CHRISTIAN  ROSSI,LUCA  MASSIMI,MAURIZIO  MARIANI,ALESSANDRO LO CICERO,3,0,H,LUCIANO SPALLETTI,SINISA MIHAJLOVIC,4-3-3,3-4-2-1,91'10,48'21,24'18,24'03,53%,31'25 (65%),10'56 (35%),20'29 (65%),16'56 (35%),10'56 (65%),6'00 (35%),5'28,4'05,4'37,6'53,5'03,5'19,4'49,2'30,2'49,1'44,2'02,3'02,18,8,6(3),1(0),1,0,2,1,3,0,1,0,9,5,1,3,3,2,12,5,1,0,1,1,6,8,4,2,20,5,641,302,93%,84%,209,62,464,133,2/8,0/0,55,34,7,2,24,24,2 (2),0 (0),104.193,26.425,68.512,9.256,103.296,25.851,69.614,7.831,6.8,6.6,14 (41%),10 (30%),10 (29%),6 (40%),4 (27%),5 (33%),856,133,442,281,516,208,225,83,3,21,20,4,15,31,25,14,24,51,38,26,60,64,91,88,43,31,66,71,14,15,23,18,11,33,48,12,12,36,33,23,45,37,39,22,24,16,23,19,21,10,20,16,4,5,5,2,FABIAN RUIZ,8,MUSA BARROW,99,1.3,5.5,9.5
2021-2022,11,ATALANTA,LAZIO,30/10/2021,GEWISS STADIUM STADIUM,15:00,MARCO  GUIDA,FABIANO  PRETI,RODOLFO  DI VUOLO,GIANLUCA  MANGANIELLO,GIANLUCA  AURELIANO,MATTEO BOTTEGONI,2,2,D,GIAN PIERO GASPERINI,MAURIZIO SARRI,3-4-2-1,4-3-3,96'55,57'03,30'24,26'39,59%,32'30 (57%),12'59 (40%),19'31 (60%),24'33 (43%),15'27 (63%),9'06 (37%),6'43,4'03,6'55,5'11,2'00,7'38,3'46,5'33,3'24,4'24,3'54,3'32,17,8,3(2),5(2),0,0,0,0,2,5,0,0,8,1,3,1,6,2,7,6,1,1,3,2,15,7,6,2,13,13,485,377,84%,82%,125,67,231,162,7/19,0/0,29,36,6,3,38,49,0 (0),0 (0),114.338,27.775,76.783,9.78,120.537,25.467,83.381,11.689,7,7.4,15 (47%),6 (19%),11 (34%),10 (48%),5 (23%),6 (29%),826,217,383,226,710,283,316,111,3,36,19,15,24,31,57,32,43,62,62,45,33,41,47,50,30,47,53,35,14,16,19,12,10,41,56,17,45,32,45,37,52,49,37,32,51,36,31,28,34,17,19,17,8,5,7,4,MARTEN DE ROON,15,PEDRO,9,1.9,3.8,3.8
2021-2022,11,HELLAS VERONA,JUVENTUS,30/10/2021,MARCANTONIO BENTEGODI STADIUM,18:00,LIVIO  MARINELLI,DAMIANO  MARGANI,MARCO  SCATRAGLI,FRANCESCO  COSSO,PAOLO  VALERI,FILIPPO VALERIANI,2,1,H,IGOR TUDOR,MASSIMILIANO ALLEGRI,3-4-2-1,4-4-2,95'09,49'50,26'31,23'19,52%,22'25 (45%),11'45 (52%),10'40 (48%),27'25 (55%),15'18 (56%),12'07 (44%),4'01,4'34,4'57,3'32,2'39,2'42,4'45,3'29,4'45,4'43,3'09,6'34,12,15,5(2),4(1),0,1,0,0,3,3,0,1,4,10,3,3,3,1,11,10,1,1,3,0,7,3,4,1,22,8,364,435,79%,80%,97,101,221,216,0/0,5/8,24,39,1,7,61,48,0 (0),0 (0),117.656,28.224,79.103,10.329,113.831,28.732,75.217,9.882,7.2,7,21 (48%),13 (29%),10 (23%),13 (33%),17 (42%),10 (25%),707,211,343,153,776,221,394,161,3,52,31,10,24,26,44,21,23,38,44,32,46,55,62,43,35,21,24,28,12,8,18,7,6,39,37,9,28,37,31,34,61,67,65,35,42,47,46,31,20,36,41,20,5,13,19,7,GIOVANNI SIMEONE,99,WESTON MCKENNIE,14,4,3.8,1.85
2021-2022,11,TORINO,SAMPDORIA,30/10/2021,OLIMPICO GRANDE TORINO STADIUM,20:45,FRANCESCO  FOURNEAU,GIORGIO  PERETTI,GIANLUCA  SECHI,ANDREA  COLOMBO,MARCO  DI BELLO,SERGIO RANGHETTI,3,0,H,IVAN JURIC,ROBERTO D'AVERSA,3-4-2-1,3-4-2-1,93'28,46'16,24'16,22'00,50%,29'36 (64%),13'51 (47%),15'45 (53%),16'40 (36%),10'17 (62%),6'23 (38%),5'16,5'19,4'51,2'59,6'06,5'05,2'41,2'59,3'10,2'14,2'33,3'03,16,5,6(3),1(0),2,0,0,0,6,1,1,0,7,2,1,2,3,2,5,1,2,0,4,3,3,3,4,5,19,8,481,213,83%,67%,108,40,246,106,3/7,2/3,24,27,10,5,57,77,0 (0),0 (0),103.216,26.745,66.966,9.505,104.56,25.945,69.029,9.586,6.8,6.8,12 (36%),10 (31%),11 (33%),9 (36%),10 (40%),6 (24%),814,232,407,175,538,219,231,88,3,28,33,4,31,44,62,27,25,47,69,48,62,44,62,50,25,26,35,44,13,6,12,14,10,34,21,6,33,46,38,31,18,36,38,32,28,43,19,17,13,19,11,23,7,3,11,1,DENNIS PRAET,22,MORTEN THORSBY,2,1.9,3.75,3.8
2021-2022,11,INTER,UDINESE,31/10/2021,GIUSEPPE MEAZZA STADIUM,12:30,JUAN LUCA  SACCHI,MAURO  VIVENZI,DOMENICO  ROCCA,DANIELE  PATERNA,ALEANDRO  DI PAOLO,MARCO  BRESMES,2,0,H,SIMONE INZAGHI,LUCA GOTTI,3-5-2,3-4-2-1,94’02,56’12,26’22,29’50,60%,37’38 (67%),16’27 (44%),21’11 (56%),18’34 (33%),11’04 (60%),7’30 (40%),6'09,7’25,4’52,6’10,7’59,5’03,3’39,2’09,2’08,2’19,3’22,4’57,15,9,6(2),5(0),0,1,0,0,6,4,0,0,6,3,5,3,3,1,11,4,1,0,3,2,7,3,6,4,9,11,561,241,89%,79%,124,69,286,111,6/11,3/8,49,19,5,3,54,61,0 (0),0 (0),109.502,28.692,70.991,9.819,108.533,28.711,70.839,8.983,6.8,6.7,13 (33%),12 (31%),14 (36%),11 (44%),6 (24%),8 (32%),857,203,455,199,518,235,162,121,10,42,31,5,36,36,27,16,54,75,85,41,59,39,43,59,31,28,33,39,14,18,25,11,11,42,57,7,39,24,28,27,12,9,18,31,19,26,21,26,11,15,27,28,8,12,7,13,JOAQUIN CORREA,19,GERARD DEULOFEU,10,1.36,5,8.5
