Year,Matchday,Team_1,Team_2,Day,Stadium,Time,Referee,A_Referee_1,A_Referee_2,4_official,VAR_official,AVAR_official,Gls_T1,Gls_T2,FR,Coach_T1,Coach_T2,Fmt_T1,Fmt_T2,Ptt,Ptr,Ptp,Ptt_T1,Pt_DH_T1,Pt_OH_T1,Ptt_T2,Pt_DH_T2,Pt_OH_T2,Pt_0_15_T1,Pt_16_30_T1,Pt_31_HT_T1,Pt_45_60_T1,Pt_61_75_T1,Pt_76_FT_T1,Pt_0_15_T2,Pt_16_30_T2,Pt_31_HT_T2,Pt_45_60_T2,Pt_61_75_T2,Pt_76_FT_T2,Atp_T1,Atp_T2,Atp_on_T1,Atp_on_T2,Atp_on_sp_T1,Atp_on_sp_T2,Atp_on_fk_T1,Atp_on_fk_T2,Atp_on_pb_T1,Atp_on_pb_T2,Post_T1,Post_T2,Atp_off_T1,Atp_off_T2,Svs_T1,Svs_T2,Blck_shts_T1,Blck_shts_T2,Scr_chc_T1,Scr_chc_T2,Ast_T1,Ast_T2,Off_T1,Off_T2,Drbbl_T1,Drbbl_T2,Crn_T1,Crn_T2,FlsC_T1,FlsC_T2,Pss_Cmpl_T1,Pss_Cmpl_T2,Pss_Cmpl_Perc_T1,Pss_Cmpl_Perc_T2,Pss_Fnl_Thr_T1,Pss_Fnl_Thr_T2,Frwd_Pss_T1,Frwd_Pss_T2,Bck_Pss_T1,Bck_Pss_T2,Crs_Suc_Atp_T1,Crs_Suc_Atp_T2,Lng_Pss_T1,Lng_Pss_T2,Key_Pss_T1,Key_Pss_T2,Rcv_Bls_T1,Rcv_Bls_T2,Pnt_T1,Pnt_T2,Dst_c_T1,Dst_j_T1,Dst_r_T1,Dst_s_T1,Dst_c_T2,Dst_j_T2,Dst_r_T2,Dst_s_T2,Avg_Spd_T1,Avg_Spd_T2,Atk_l_T1,Atk_c_T1,Atk_r_T1,Atk_l_T2,Atk_c_T2,Atk_r_T2,Blls_Plyd_T1,Blls_Plyd_Def_T1,Blls_Plyd_Mid_T1,Blls_Plyd_Atk_T1,Blls_Plyd_T2,Blls_Plyd_Def_T2,Blls_Plyd_Mid_T2,Blls_Plyd_Atk_T2,Tch_Def_Top_Left_T1,Tch_Def_Top_Ctr_Left_T1,Tch_Def_Top_Ctr_Right_T1,Tch_Def_Top_Right_T1,Tch_Def_Btm_Left_T1,Tch_Def_Btm_Ctr_Left_T1,Tch_Def_Btm_Ctr_Right_T1,Tch_Def_Btm_Right_T1,Tch_Mid_Top_Left_T1,Tch_Mid_Top_Ctr_Left_T1,Tch_Mid_Top_Ctr_Right_T1,Tch_Mid_Top_Right_T1,Tch_Mid_Btm_Left_T1,Tch_Mid_Btm_Ctr_Left_T1,Tch_Mid_Btm_Ctr_Right_T1,Tch_Mid_Btm_Right_T1,Tch_Atk_Top_Left_T1,Tch_Atk_Top_Ctr_Left_T1,Tch_Atk_Top_Ctr_Right_T1,Tch_Atk_Top_Right_T1,Tch_Atk_Btm_Left_T1,Tch_Atk_Btm_Ctr_Left_T1,Tch_Atk_Btm_Ctr_Right_T1,Tch_Atk_Btm_Right_T1,Tch_Def_Top_Left_T2,Tch_Def_Top_Ctr_Left_T2,Tch_Def_Top_Ctr_Right_T2,Tch_Def_Top_Right_T2,Tch_Def_Btm_Left_T2,Tch_Def_Btm_Ctr_Left_T2,Tch_Def_Btm_Ctr_Right_T2,Tch_Def_Btm_Right_T2,Tch_Mid_Top_Left_T2,Tch_Mid_Top_Ctr_Left_T2,Tch_Mid_Top_Ctr_Right_T2,Tch_Mid_Top_Right_T2,Tch_Mid_Btm_Left_T2,Tch_Mid_Btm_Ctr_Left_T2,Tch_Mid_Btm_Ctr_Right_T2,Tch_Mid_Btm_Right_T2,Tch_Atk_Top_Left_T2,Tch_Atk_Top_Ctr_Left_T2,Tch_Atk_Top_Ctr_Right_T2,Tch_Atk_Top_Right_T2,Tch_Atk_Btm_Left_T2,Tch_Atk_Btm_Ctr_Left_T2,Tch_Atk_Btm_Ctr_Right_T2,Tch_Atk_Btm_Right_T2,K_Ply_T1,K_Ply_Nbr_T1,K_Ply_T2,K_Ply_Nbr_T2,Odd_T1,Odd_D,Odd_T2
2020-2021,11,MILAN,PARMA,13/12/2020,GIUSEPPE MEAZZA STADIUM,20:45,FRANCESCO  FOURNEAU,STEFANO  DEL GIOVANE,FILIPPO  VALERIANI,ALESSANDRO  PRONTERA,LUCA  BANTI,GIORGIO PERETTI,2,2,D,STEFANO PIOLI,FABIO LIVERANI,4-2-3-1,4-3-3,97'11,49'31,51%,33'20 (67%),12'56 (39%),20'24 (61%),16'11 (33%),11'58 (74%),4'13 (26%),3'53,5'06,5'53,6'31,5'31,6'26,3'00,2'45,2'06,2'35,2'23,3'21,21,5,10(2),3(2),1,0,2,1,7,2,4,0,6,2,1,4,5,0,8,3,1,2,2,2,15,4,13,1,12,14,522,238,88%,72%,153,45,323,96,NODATA,NODATA,10/22,3/5,23,32,3,1,23,61,0 (0),0 (0),113.288,28.108,75.941,9.239,112.138,27.966,75.788,8.384,6.7,6.6,15 (29%),24 (47%),12 (24%),5 (38%),4 (31%),4 (31%),858,134,458,266,574,291,216,67,13,13,14,5,25,30,21,13,24,71,60,38,44,72,86,63,34,37,64,47,22,14,25,23,26,55,59,13,24,48,41,25,36,34,33,26,23,23,22,19,10,11,15,16,3,4,3,5,THEO HERNANDEZ,19,JASMIN KURTIC,14,1.3,5.75,9
2020-2021,12,UDINESE,CROTONE,15/12/2020,DACIA ARENA - STADIO FRIULI STADIUM,18:30,ANTONIO  DI MARTINO,MAURO  VIVENZI,EMANUELE  PRENNA,LUCA  MASSIMI,GIANLUCA  MANGANIELLO,LUCA MONDIN,0,0,D,LUCA GOTTI,GIOVANNI STROPPA,3-5-2,3-5-2,94'24,47'42,51%,27'01 (57%),11'07 (41%),15'54 (59%),20'41 (43%),17'44 (86%),2'57 (14%),3'46,4'03,4'56,3'58,4'20,5'58,3'17,3'05,3'47,4'37,3'47,2'08,13,4,6(0),2(0),1,0,0,1,4,1,0,0,2,2,2,6,5,0,4,0,0,0,5,1,14,5,9,1,13,17,363,291,85%,78%,118,22,205,79,NODATA,NODATA,2/11,1/3,29,28,4,0,21,44,0 (0),0 (0),101.038,29.378,61.984,9.676,104.822,26.643,69.059,9.12,6.4,6.5,17 (39%),13 (29%),14 (32%),6 (35%),7 (41%),4 (24%),622,127,290,205,577,296,251,30,4,16,14,1,17,28,36,11,28,50,25,30,31,40,51,35,17,26,53,51,13,7,15,23,9,63,55,13,30,56,47,23,44,37,44,37,20,30,23,16,2,9,12,3,0,2,1,1,IGNACIO PUSSETTO,23,GIUSEPPE CUOMO,3,1.6,3.9,5.75
2020-2021,12,BENEVENTO,LAZIO,15/12/2020,CIRO VIGORITO STADIUM,20:45,LUCA  PAIRETTO,ALESSANDRO  COSTANZO,MAURO  GALETTO,EUGENIO  ABBATTISTA,MICHAEL  FABBRI,SALVATORE LONGO,1,1,D,FILIPPO INZAGHI,SIMONE INZAGHI,4-3-2-1,3-5-2,94'08,53'22,57%,19'35 (37%),12'58 (66%),6'37 (34%),33'47 (63%),11'59 (35%),21'48 (65%),2'34,2'26,4'05,3'14,3'24,3'52,7'17,5'50,6'16,4'15,6'10,3'59,10,11,6(1),3(1),2,0,0,0,5,2,0,1,1,5,1,5,3,3,5,4,0,1,1,1,8,12,4,8,15,15,282,568,80%,91%,29,173,102,393,NODATA,NODATA,0/0,8/20,26,53,3,3,33,44,0 (0),0 (0),113.019,25.259,79.009,8.751,110.55,26.197,74.494,9.859,7.1,6.9,11 (39%),8 (29%),9 (32%),20 (39%),12 (24%),19 (37%),548,299,171,78,845,148,444,253,9,50,52,9,31,53,40,55,10,23,17,29,20,23,20,29,11,9,18,15,2,7,14,2,8,31,26,4,23,23,28,5,45,46,54,32,59,69,69,70,57,34,63,53,11,9,16,10,GAETANO LETIZIA,3,CIRO IMMOBILE,17,4.5,3.8,1.75
2020-2021,12,JUVENTUS,ATALANTA,16/12/2020,ALLIANZ STADIUM STADIUM,18:30,DANIELE  DOVERI,FABIANO  PRETI,STEFANO  LIBERTI,MAURIZIO  MARIANI,MASSIMILIANO  IRRATI,DANIELE BINDONI,1,1,D,ANDREA PIRLO,GIAN PIERO GASPERINI,4-4-2,3-4-2-1,97'12,52'44,54%,28'20 (54%),17'21 (61%),10'59 (39%),24'24 (46%),11'11 (46%),13'13 (54%),6'53,3'53,3'35,3'40,3'34,6'44,2'48,3'58,5'39,2'04,5'19,4'36,12,14,7(1),6(1),1,0,1,1,6,2,0,0,4,5,5,6,1,3,7,5,0,0,2,0,9,5,2,6,13,18,446,359,86%,82%,48,118,189,215,NODATA,NODATA,4/8,2/6,27,26,4,4,52,37,1 (0),0 (0),107.015,29.174,67.72,10.121,106.396,30.079,67.353,8.964,6.3,6.3,10 (33%),10 (34%),10 (33%),15 (44%),6 (18%),13 (38%),782,285,395,102,668,181,288,199,14,53,31,10,27,57,71,22,48,67,62,34,52,58,43,31,13,17,20,15,6,9,13,9,11,27,29,2,25,28,33,26,21,36,51,28,25,32,44,51,40,40,54,27,10,8,11,9,FEDERICO CHIESA,22,REMO FREULER,11,1.85,3.9,3.9
2020-2021,12,FIORENTINA,SASSUOLO,16/12/2020,ARTEMIO FRANCHI STADIUM,20:45,PAOLO  VALERI,ALESSIO  TOLFO,MARCELLO  ROSSI,MARCO  PICCININI,GIANLUCA  AURELIANO,FILIPPO VALERIANI,1,1,D,CESARE PRANDELLI,ROBERTO DE ZERBI,4-4-1-1,4-2-3-1,95'09,68'58,72%,32'14 (47%),22'25 (70%),9'49 (30%),36'44 (53%),24'34 (67%),12'10 (33%),4'44,3'37,5'54,5'50,6'50,5'18,6'03,6'09,5'11,5'37,4'55,8'49,13,12,7(1),7(1),0,0,1,0,5,5,1,1,5,5,4,4,1,0,6,4,0,1,5,3,5,12,4,1,19,11,230,577,76%,91%,67,130,133,284,NODATA,NODATA,5/9,2/7,38,30,3,2,30,35,1 (1),0 (0),110.608,28.283,73.998,8.327,108.96,28.573,72.154,8.233,6.7,6.6,9 (29%),7 (23%),15 (48%),12 (34%),9 (26%),14 (40%),496,175,174,147,851,282,384,185,12,32,42,5,13,25,33,13,22,16,31,11,18,35,20,21,34,25,23,14,14,19,13,5,7,32,49,19,15,58,70,32,20,65,65,51,29,62,57,35,26,46,32,33,12,17,9,10,DUSAN VLAHOVIC,9,HAMED JUNIOR TRAORE,23,2.4,3.5,2.87
2020-2021,12,GENOA,MILAN,16/12/2020,LUIGI FERRARIS STADIUM,20:45,DANIELE  ORSATO,CIRO  CARBONE,VALERIO  COLAROSSI,ANTONIO  GIUA,PAOLO SILVIO  MAZZOLENI,GIACOMO PAGANESSI,2,2,D,ROLANDO MARAN,STEFANO PIOLI,4-4-2,4-2-3-1,94'09,47'33,51%,19'38 (41%),12'10 (62%),7'28 (38%),27'55 (59%),14'44 (53%),13'11 (47%),3'04,3'32,3'36,3'14,3'26,2'45,6'03,3'39,3'27,3'47,5'04,5'55,8,12,4(2),4(2),0,0,0,1,4,3,0,0,2,4,2,2,2,4,5,5,1,2,1,0,9,12,4,10,17,13,291,407,76%,79%,46,89,138,200,NODATA,NODATA,6/9,4/12,31,20,3,2,57,32,0 (0),0 (0),108.775,27.474,72.48,8.821,109.041,27.978,72.092,8.971,6.7,6.7,15 (41%),11 (29%),11 (30%),19 (33%),14 (24%),25 (43%),683,270,319,94,775,169,421,185,7,39,54,17,25,30,55,43,29,51,60,38,37,27,35,42,18,16,19,15,8,3,12,3,3,14,23,5,27,42,35,20,37,71,61,50,56,61,49,36,61,32,29,15,17,10,15,6,MATTIA DESTRO,23,PIERRE KALULU,20,7.5,4.75,1.4
2020-2021,12,HELLAS VERONA,SAMPDORIA,16/12/2020,MARCANTONIO BENTEGODI STADIUM,20:45,RICCARDO  ROS,ALESSANDRO  GIALLATINI,PIETRO  DEI GIUDICI,SIMONE  SOZZA,ALEANDRO  DI PAOLO,SERGIO RANGHETTI,1,2,A,IVAN JURIC,CLAUDIO RANIERI,3-4-2-1,4-4-1-1,97'41,48'46,50%,27'09 (56%),17'54 (66%),9'15 (34%),21'37 (44%),10'45 (50%),10'52 (50%),6'36,3'38,4'25,5'25,2'55,4'09,3'02,2'51,3'54,2'54,3'01,5'55,9,9,6(1),3(2),1,1,1,0,3,2,0,0,0,3,1,4,3,3,5,4,0,0,1,0,9,5,6,3,20,17,387,289,74%,71%,70,116,152,205,NODATA,NODATA,8/15,3/8,27,34,1,2,58,75,1 (1),0 (0),110.25,27.413,73.44,9.397,107.431,27.558,71.243,8.63,6.8,6.7,14 (47%),7 (23%),9 (30%),8 (21%),13 (33%),18 (46%),818,339,333,146,714,184,293,237,12,40,39,23,48,83,57,37,64,45,45,41,42,39,27,30,34,17,16,28,21,8,14,8,10,36,33,10,17,26,25,27,25,20,37,47,31,36,46,51,45,42,30,42,40,18,11,9,MATTIA ZACCAGNI,20,VALERIO VERRE,8,2.15,3.5,3.2
2020-2021,12,INTER,NAPOLI,16/12/2020,GIUSEPPE MEAZZA STADIUM,20:45,DAVIDE  MASSA,FILIPPO  MELI,STEFANO  ALASSIO,FRANCESCO  FOURNEAU,GIANPAOLO  CALVARESE,STEFANO DEL GIOVANE,1,0,H,ANTONIO CONTE,GENNARO GATTUSO,3-5-2,4-2-3-1,96'37,51'18,53%,21'24 (42%),13'27 (63%),7'57 (37%),29'54 (58%),15'14 (51%),14'40 (49%),3'39,4'14,4'42,5'35,1'03,2'11,6'49,6'00,6'10,4'39,1'44,4'32,4,10,2(1),5(0),0,0,1,0,2,5,0,1,1,4,4,1,1,1,3,6,0,0,1,4,4,13,4,3,16,9,374,573,88%,92%,72,100,162,267,NODATA,NODATA,5/8,4/7,22,31,2,5,34,28,1 (1),0 (0),112.018,26.739,76.667,8.612,110.061,26.491,74.241,9.329,6.7,6.7,9 (30%),4 (13%),17 (57%),11 (31%),7 (19%),18 (50%),595,172,297,126,792,250,378,164,4,31,45,7,15,34,21,15,52,42,52,25,46,28,19,33,38,15,9,15,14,9,16,10,18,26,41,11,24,42,35,53,39,50,53,62,34,34,41,65,29,23,19,30,19,30,11,3,ROMELU LUKAKU,9,ANDREA PETAGNA,37,2.2,3.5,3.2
2020-2021,12,PARMA,CAGLIARI,16/12/2020,ENNIO TARDINI STADIUM,20:45,IVANO  PEZZUTO,GIORGIO  PERETTI,MICHELE  GROSSI,FABRIZIO  PASQUA,LUCA  BANTI,ALESSANDRO LO CICERO,0,0,D,FABIO LIVERANI,EUSEBIO DI FRANCESCO,4-3-2-1,4-2-3-1,96'58,50'39,52%,28'54 (57%),16'25 (57%),12'29 (43%),21'45 (43%),9'59 (46%),11'46 (54%),4'10,3'52,6'19,4'56,3'19,6'18,4'09,1'58,3'58,5'37,2'29,3'33,15,7,3(0),4(0),1,0,0,0,2,3,0,0,7,1,4,3,5,2,3,0,0,0,7,0,11,11,8,5,13,11,426,318,86%,83%,100,76,211,166,NODATA,NODATA,8/18,6/9,62,12,3,0,39,46,0 (0),0 (0),110.806,26.563,75.534,8.709,114.051,25.752,78.265,10.034,6.7,6.9,15 (36%),8 (19%),19 (45%),18 (44%),8 (19%),15 (37%),735,238,320,177,622,204,274,144,17,31,41,8,36,39,41,25,43,43,52,39,39,34,34,36,36,18,22,36,25,16,15,9,9,31,48,11,27,25,33,20,22,39,35,22,31,43,37,45,30,32,19,15,17,15,7,9,JASMIN KURTIC,14,NAHITAN NANDEZ,18,2.3,3.4,3.1
2020-2021,12,SPEZIA,BOLOGNA,16/12/2020,ALBERTO PICCO STADIUM,20:45,PIERO  GIACOMELLI,FRANCESCO  FIORE,LUIGI  LANOTTE,MARCO  SERRA,LUIGI  NASCA,DARIO CECCONI,2,2,D,VINCENZO ITALIANO,SINISA MIHAJLOVIC,4-3-3,4-2-3-1,97'27,48'00,49%,21'51 (46%),14'35 (67%),7'16 (33%),26'09 (54%),17'12 (66%),8'57 (34%),3'47,4'34,2'47,4'32,3'15,2'56,4'56,2'26,3'36,4'05,4'54,6'12,7,9,5(2),6(2),0,1,0,2,4,3,2,0,2,3,4,1,0,0,7,7,1,1,4,3,1,4,3,4,19,11,239,344,68%,77%,66,81,108,148,NODATA,NODATA,2/7,5/13,39,40,5,2,45,55,0 (0),1 (0),98.118,24.036,65.575,8.507,104.274,24.704,69.992,9.578,6.9,6.9,9 (22%),16 (39%),16 (39%),18 (37%),18 (36%),13 (27%),613,262,221,130,693,266,270,157,14,42,51,9,40,32,47,27,29,30,28,35,39,28,14,18,30,20,11,25,10,10,12,12,4,36,48,13,16,44,69,36,20,26,41,38,26,35,37,47,25,28,18,34,20,8,12,12,M'BALA NZOLA,18,NICOLAS DOMINGUEZ,8,3.1,3.5,2.2
2020-2021,12,ROMA,TORINO,17/12/2020,OLIMPICO STADIUM,20:45,ROSARIO  ABISSO,MARCO  BRESMES,PASQUALE  DE MEO,JUAN LUCA  SACCHI,MARCO  DI BELLO,MATTEO PASSERI,3,1,H,PAULO FONSECA,MARCO GIAMPAOLO,3-4-2-1,3-5-1-1,95'28,56'30,59%,33'24 (59%),13'31 (40%),19'53 (60%),23'06 (41%),16'43 (72%),6'23 (28%),4'36,4'38,6'53,7'51,5'37,3'49,4'29,2'11,4'42,3'05,3'57,4'42,14,16,8(3),8(1),1,0,1,1,8,5,0,1,2,4,5,4,4,4,11,6,1,0,0,1,9,8,4,2,21,16,576,321,89%,85%,163,41,372,118,NODATA,NODATA,0/0,2/4,37,15,6,3,19,33,1 (1),0 (0),100.898,25.638,67.368,7.892,96.265,22.59,65.083,8.592,6.5,6.7,8 (28%),16 (55%),5 (17%),3 (19%),9 (56%),4 (25%),843,146,477,220,576,231,257,88,12,26,27,7,20,23,24,7,33,62,81,28,43,84,86,60,33,30,41,58,11,12,19,16,5,45,30,5,24,57,43,22,33,29,67,21,24,26,31,26,11,11,22,12,11,4,10,7,LORENZO PELLEGRINI,7,ANDREA BELOTTI,9,1.4,5,6.5
2020-2021,13,FIORENTINA,HELLAS VERONA,19/12/2020,ARTEMIO FRANCHI STADIUM,15:00,FRANCESCO  FOURNEAU,STEFANO  DEL GIOVANE,MANUEL  ROBILOTTA,ANTONIO  RAPUANO,PIERO  GIACOMELLI,RODOLFO DI VUOLO,1,1,D,CESARE PRANDELLI,IVAN JURIC,3-5-2,3-4-2-1,98'03,52'24,53%,31'28 (60%),16'45 (53%),14'43 (47%),20'56 (40%),16'47 (80%),4'09 (20%),2'42,6'01,5'48,5'12,4'24,7'21,2'54,2'28,4'47,2'47,4'10,3'50,7,5,1(1),3(1),0,0,1,1,1,2,0,0,4,2,2,0,2,0,2,2,0,0,2,2,6,9,4,1,10,16,312,174,72%,60%,85,28,179,60,NODATA,NODATA,5/18,1/12,39,13,1,1,67,77,1 (1),1 (1),104.414,29.299,67.682,7.433,105.177,28.212,69.108,7.857,6.2,6.3,18 (40%),9 (20%),18 (40%),7 (32%),5 (23%),10 (45%),714,188,340,186,584,258,232,94,5,33,27,16,18,37,37,15,36,45,53,30,46,39,44,47,29,32,45,34,11,6,14,15,23,34,35,8,24,52,62,20,27,48,42,32,22,28,20,13,17,19,14,7,13,6,7,11,DUSAN VLAHOVIC,9,MIGUEL VELOSO,4,2.1,3.5,3.4
2020-2021,13,SAMPDORIA,CROTONE,19/12/2020,LUIGI FERRARIS STADIUM,18:00,GIANLUCA  MANGANIELLO,MATTEO  BOTTEGONI,THOMAS  RUGGIERI,SIMONE  SOZZA,LUCA  PAIRETTO,DAMIANO DI IORIO,3,1,H,CLAUDIO RANIERI,GIOVANNI STROPPA,4-4-1-1,3-5-2,96'30,49'41,51%,22'05 (44%),11'23 (52%),10'42 (48%),27'36 (56%),19'25 (70%),8'11 (30%),4'10,1'45,3'17,4'47,3'10,4'55,4'31,4'32,5'26,3'24,3'58,5'45,10,6,4(3),3(1),1,0,0,1,3,2,0,0,2,2,1,1,4,1,5,5,2,0,3,0,6,18,3,1,14,15,286,446,76%,80%,78,62,173,145,NODATA,NODATA,4/8,2/8,34,32,2,3,64,33,0 (0),1 (1),111.087,27.79,73.532,9.765,107.746,27.045,71.651,9.05,6.7,6.5,13 (34%),10 (27%),15 (39%),11 (34%),10 (32%),11 (34%),665,189,311,165,819,332,373,114,1,37,23,8,24,53,27,16,47,49,37,16,37,58,35,32,42,32,18,27,17,16,6,7,3,32,49,20,40,56,84,48,49,61,69,44,23,33,55,39,28,21,27,12,8,3,11,4,JAKUB JANKTO,14,SIMY,25,1.83,3.7,4.33
2020-2021,13,PARMA,JUVENTUS,19/12/2020,ENNIO TARDINI STADIUM,20:45,GIANPAOLO  CALVARESE,LUCA  MONDIN,GIOVANNI  BACCINI,ALESSANDRO  PRONTERA,ALEANDRO  DI PAOLO,VALENTINO FIORITO,0,4,A,FABIO LIVERANI,ANDREA PIRLO,4-3-1-2,3-5-2,91'32,57'32,63%,21'28 (37%),14'07 (66%),7'21 (34%),36'04 (63%),18'54 (52%),17'10 (48%),1'48,3'58,3'26,2'48,4'08,5'20,8'51,6'35,5'03,5'55,5'21,4'19,9,14,5(0),7(4),1,1,1,0,3,7,0,0,4,5,3,5,0,2,4,10,0,4,4,3,15,15,4,9,8,10,341,615,86%,92%,67,132,135,312,NODATA,NODATA,4/10,8/20,26,31,3,3,44,33,0 (0),0 (0),111.059,25.054,77.351,8.654,112.535,25.884,76.365,10.286,7,7.2,5 (23%),9 (41%),8 (36%),10 (27%),21 (57%),6 (16%),614,286,212,116,886,217,442,227,10,49,55,12,47,55,43,15,37,28,29,20,41,19,17,21,20,12,28,24,12,5,11,4,7,23,53,5,12,45,46,26,38,72,86,38,30,57,55,66,21,34,44,48,13,25,24,18,JURAJ KUCKA,33,CRISTIANO RONALDO,7,8.5,5.25,1.33
2020-2021,13,TORINO,BOLOGNA,20/12/2020,OLIMPICO GRANDE TORINO STADIUM,12:30,FABRIZIO  PASQUA,MATTEO  PASSERI,ENRICO  CALIARI,FEDERICO  LA PENNA,FABIO  MARESCA,MAURO GALETTO,1,1,D,MARCO GIAMPAOLO,SINISA MIHAJLOVIC,3-5-2,4-2-3-1,95'02,49'43,52%,26'38 (54%),13'26 (50%),13'12 (50%),23'05 (46%),13'18 (58%),9'47 (42%),5'04,3'50,4'20,6'02,3'47,3'35,4'43,2'59,3'41,3'14,4'19,4'08,13,14,5(1),9(1),0,0,1,0,3,4,0,1,3,3,6,4,5,2,3,5,0,1,3,2,13,8,4,8,16,17,342,315,80%,80%,71,96,160,153,NODATA,NODATA,2/7,2/12,29,25,2,1,54,37,0 (0),0 (0),102.671,27.741,65.542,9.388,104.733,27.523,68.135,9.075,6.3,6.5,15 (43%),6 (17%),14 (40%),13 (38%),10 (30%),11 (32%),671,207,325,139,634,239,237,158,5,26,43,12,10,29,58,24,40,53,52,27,36,21,40,56,25,14,25,28,19,8,11,9,8,39,39,21,29,41,29,33,34,39,28,34,21,33,23,25,32,37,16,19,26,16,10,2,NODATA,NODATA,NODATA,NODATA,2.6,3.5,2.6
2020-2021,13,BENEVENTO,GENOA,20/12/2020,CIRO VIGORITO STADIUM,15:00,ANTONIO  GIUA,DOMENICO  ROCCA,ANDREA  TARDINO,IVANO  PEZZUTO,LUIGI  NASCA,CIRO CARBONE,2,0,H,FILIPPO INZAGHI,ROLANDO MARAN,4-3-2-1,4-4-2,94'58,44'18,47%,17'53 (40%),11'03 (62%),6'50 (38%),26'25 (60%),14'35 (55%),11'50 (45%),3'50,3'50,2'01,3'08,2'50,2'14,4'19,3'12,4'27,5'13,4'27,4'47,13,8,3(2),2(0),0,0,1,0,3,0,0,0,7,4,2,1,3,2,2,1,1,0,2,2,11,7,6,5,9,22,242,372,74%,81%,53,75,109,195,NODATA,NODATA,6/12,3/16,29,43,0,0,57,42,1 (1),0 (0),104.168,27.213,68.883,8.072,101.852,27.61,67.349,6.893,6.6,6.4,11 (34%),7 (22%),14 (44%),11 (35%),8 (26%),12 (39%),574,208,228,138,673,192,354,127,9,24,41,7,31,38,34,24,21,25,36,39,17,27,18,45,28,17,23,20,17,9,14,10,6,25,36,11,23,37,29,25,48,61,44,31,47,22,55,46,24,19,36,25,7,4,5,7,NODATA,NODATA,NODATA,NODATA,2.3,3.4,3.1
2020-2021,13,CAGLIARI,UDINESE,20/12/2020,SARDEGNA ARENA STADIUM,15:00,MARCO  PICCININI,FABRIZIO  LOMBARDO,GIUSEPPE  PERROTTI,MANUEL  VOLPI,MARCO  GUIDA,ALESSANDRO COSTANZO,1,1,D,EUSEBIO DI FRANCESCO,LUCA GOTTI,4-2-3-1,3-5-2,93'59,49'18,52%,27'02 (55%),15'55 (59%),11'07 (41%),22'16 (45%),13'58 (63%),8'18 (37%),4'20,5'52,3'58,1'50,4'21,6'41,4'22,1'32,4'31,5'20,3'58,2'33,10,13,3(1),5(1),0,0,1,0,1,5,0,0,4,6,3,2,3,2,2,7,0,1,0,2,6,7,5,8,13,13,404,358,82%,84%,80,89,193,174,NODATA,NODATA,3/11,7/14,27,29,0,4,41,48,0 (0),0 (0),105.673,24.607,71.218,9.848,97.47,25.602,61.982,9.886,7,6.8,21 (40%),17 (33%),14 (27%),14 (28%),17 (34%),19 (38%),734,256,314,164,695,235,295,165,8,48,44,11,15,49,61,20,35,50,48,21,44,46,41,29,36,30,30,15,16,17,16,4,13,34,47,18,23,41,37,22,36,44,49,42,40,26,27,31,28,34,27,15,16,15,20,10,NODATA,NODATA,NODATA,NODATA,3,3.4,2.37
2020-2021,13,INTER,SPEZIA,20/12/2020,GIUSEPPE MEAZZA STADIUM,15:00,MICHAEL  FABBRI,TARCISIO  VILLA,MARCO  SCATRAGLI,GIANLUCA  AURELIANO,PAOLO  VALERI,PASQUALE DE MEO,2,1,H,ANTONIO CONTE,VINCENZO ITALIANO,3-5-2,4-3-3,96'35,58'51,61%,24'16 (41%),18'34 (77%),5'42 (23%),34'35 (59%),20'50 (60%),13'45 (40%),5'53,5'03,3'48,3'08,1'26,4'58,3'59,4'01,7'17,7'01,4'56,7'21,9,7,5(2),1(1),0,0,1,0,5,1,0,0,3,6,0,3,1,0,4,2,1,1,1,2,7,5,3,2,10,9,386,543,86%,87%,42,100,84,241,NODATA,NODATA,2/6,3/7,27,58,1,1,36,33,1 (1),0 (0),115.087,26.829,79.273,8.985,109.92,28.603,72.472,8.845,6.8,6.7,11 (35%),7 (23%),13 (42%),14 (58%),5 (21%),5 (21%),654,273,296,85,794,271,383,140,13,39,39,7,31,60,55,29,46,58,69,35,25,23,18,22,20,12,8,7,12,11,7,8,10,42,43,17,36,47,35,41,45,52,57,45,46,43,40,55,26,22,38,27,7,1,6,13,NODATA,NODATA,NODATA,NODATA,1.22,6.5,12
